觀測站ID,觀測站,年,月,時間,平均溫度,最高溫度,最高溫度發生日期,最低溫度,最低溫度發生日期,累積降水量,降雨日數,最大10分鐘風風速,最大10分鐘風發生日期,最大10分鐘風風向,最大瞬間風風速,最大瞬間風發生日期,最大瞬間風風向,平均相對濕度,最小相對濕度,最小相對濕度發生日期,平均測站氣壓,總日照時數
467571,新竹,2017,9,2017/09,29.0,36.5,2017/09/12,23.9,2017/09/14,64.8,8,5.8,2017/09/01,50,17.6,2017/09/01,40,70,35,2017/09/20,1006.3,201.3
467590,恆春,2017,9,2017/09,29.3,34.5,2017/09/13,25.4,2017/09/11,243.6,10,11.5,2017/09/01,30,26.7,2017/09/01,30,77,53,2017/09/11,1006.8,233.7
467610,成功,2017,9,2017/09,27.9,33.2,2017/09/12,23.1,2017/09/29,153.5,10,8.7,2017/09/07,190,15.4,2017/09/07,170,81,50,2017/09/12,1005.3,230.1
467620,蘭嶼,2017,9,2017/09,26.2,31.1,2017/09/09,22.4,2017/09/20,464.7,18,18.5,2017/09/15,250,27.5,2017/09/15,240,86,61,2017/09/16,973.6,162.8
467650,日月潭,2017,9,2017/09,23.4,31.5,2017/09/27,18.4,2017/09/29,118,10,5.2,2017/09/03,290,15.0,2017/09/29,320,81,52,2017/09/16,900.8,149.2
467660,臺東,2017,9,2017/09,29.0,33.7,2017/09/23,23.8,2017/09/29,162,8,5.0,2017/09/07,190,10.7,2017/09/07,190,78,52,2017/09/12,1009.0,255.3
467990,馬祖,2017,9,2017/09,27.5,36.6,2017/09/26,22.7,2017/09/29,53,4,11.4,2017/09/28,10,28.3,2017/09/28,10,81,46,2017/09/16,1000.0,211.6
466880,板橋,2017,10,2017/10,25.3,36.3,2017/10/01,17.6,2017/10/23,364.1,13,7.3,2017/10/13,70,14.2,2017/10/13,90,74,51,2017/10/22,1012.7,88.8
466900,淡水,2017,10,2017/10,25.0,35.1,2017/10/11,16.8,2017/10/22,460,20,6.1,2017/10/17,20,17.9,2017/10/13,20,80,50,2017/10/21,1011.8,108.5
466910,鞍部,2017,10,2017/10,18.9,28.2,2017/10/02,11.6,2017/10/30,1607.3,27,10.8,2017/10/21,360,24.6,2017/10/13,340,94,66,2017/10/01,922.1,36.2
466920,臺北,2017,10,2017/10,25.6,36.8,2017/10/01,18.7,2017/10/30,368.6,22,8.1,2017/10/06,50,17.9,2017/10/13,50,73,43,2017/10/01,1010.2,101.0
466930,竹子湖,2017,10,2017/10,20.5,31.0,2017/10/02,12.3,2017/10/22,1592.4,26,8.2,2017/10/04,10,16.7,2017/10/13,100,86,58,2017/10/02,945.8,80.5
466940,基隆,2017,10,2017/10,25.4,34.2,2017/10/01,18.4,2017/10/23,409.8,23,12.6,2017/10/13,20,24.3,2017/10/13,20,73,52,2017/10/01,1010.8,65.3
466950,彭佳嶼,2017,10,2017/10,24.8,32.8,2017/10/02,18.6,2017/10/30,191.9,13,19.9,2017/10/13,40,27.9,2017/10/13,40,78,53,2017/10/30,1002.8,142.3
466990,花蓮,2017,10,2017/10,25.9,32.6,2017/10/02,19.6,2017/10/28,753,13,11.0,2017/10/13,20,20.0,2017/10/13,40,75,41,2017/10/29,1010.9,138.5
467050,新屋,2017,10,2017/10,25.2,35.5,2017/10/10,17.6,2017/10/22,159.8,11,16.1,2017/10/13,50,25.4,2017/10/13,40,76,53,2017/10/22,1010.4,154.7
467060,蘇澳,2017,10,2017/10,25.3,32.3,2017/10/02,17.5,2017/10/31,641.8,21,11.9,2017/10/13,60,22.9,2017/10/13,60,77,50,2017/10/23,1011.3,72.2
467080,宜蘭,2017,10,2017/10,25.3,33.6,2017/10/02,18.3,2017/10/26,661.8,20,12.0,2017/10/13,20,19.2,2017/10/13,20,79,46,2017/10/22,1013.2,84.8
467110,金門,2017,10,2017/10,25.8,36.1,2017/10/10,16.7,2017/10/31,1.3,1,10.6,2017/10/30,60,23.0,2017/10/14,70,61,27,2017/10/23,1010.8,196.4
467300,東吉島,2017,10,2017/10,26.8,34.2,2017/10/02,20.9,2017/10/31,20.5,4,23.4,2017/10/13,30,32.5,2017/10/13,30,76,51,2017/10/22,1006.4,215.3
467350,澎湖,2017,10,2017/10,26.7,35.3,2017/10/02,21.3,2017/10/30,13,5,11.4,2017/10/13,20,26.1,2017/10/13,20,74,46,2017/10/22,1010.5,177.6
467410,臺南,2017,10,2017/10,27.1,35.4,2017/10/11,18.7,2017/10/23,39.5,3,9.8,2017/10/21,350,18.3,2017/10/21,350,70,41,2017/10/31,1008.4,229.2
467440,高雄,2017,10,2017/10,28.0,34.5,2017/10/09,21.3,2017/10/31,82.5,7,6.9,2017/10/21,350,11.1,2017/10/21,350,73,54,2017/10/30,1010.5,213.2
467480,嘉義,2017,10,2017/10,26.2,36.5,2017/10/10,16.5,2017/10/23,79,6,7.2,2017/10/21,360,12.7,2017/10/21,360,74,46,2017/10/30,1007.6,207.5
467490,臺中,2017,10,2017/10,26.5,38.3,2017/10/08,17.6,2017/10/31,53.5,5,6.3,2017/10/21,20,13.8,2017/10/21,10,72,41,2017/10/08,1001.4,202.1
467530,阿里山,2017,10,2017/10,14.0,22.1,2017/10/10,3.7,2017/10/30,95.2,8,3.8,2017/10/12,120,12.5,2017/10/08,90,82,16,2017/10/31,765.2,147.4
467540,大武,2017,10,2017/10,27.2,33.1,2017/10/03,20.0,2017/10/27,399,14,9.5,2017/10/13,30,19.4,2017/10/13,40,72,41,2017/10/26,1011.1,160.0
467550,玉山,2017,10,2017/10,8.3,21.7,2017/10/06,1.7,2017/10/30,256,10,21.6,2017/10/09,140,30.2,2017/10/08,140,59,6,2017/10/29,644.7,240.5
467571,新竹,2017,10,2017/10,25.8,37.9,2017/10/09,18.1,2017/10/22,51.8,10,7.3,2017/10/08,50,17.7,2017/10/08,50,71,45,2017/10/09,1009.4,192.7
467590,恆春,2017,10,2017/10,27.7,33.9,2017/10/02,20.5,2017/10/28,304,16,11.9,2017/10/30,40,25.6,2017/10/30,40,71,44,2017/10/31,1008.3,199.3
467610,成功,2017,10,2017/10,25.9,32.1,2017/10/06,19.4,2017/10/30,758,19,12.1,2017/10/13,10,25.0,2017/10/13,350,75,45,2017/10/31,1008.0,166.1
467620,蘭嶼,2017,10,2017/10,24.4,29.4,2017/10/03,20.1,2017/10/30,399.1,18,29.3,2017/10/20,30,43.1,2017/10/20,30,85,52,2017/10/30,974.4,106.8
467650,日月潭,2017,10,2017/10,21.4,32.5,2017/10/08,13.7,2017/10/30,85,5,5.0,2017/10/09,150,9.4,2017/10/09,160,78,37,2017/10/09,901.4,148.7
467660,臺東,2017,10,2017/10,26.5,33.2,2017/10/01,19.4,2017/10/31,762.9,13,6.9,2017/10/30,40,16.3,2017/10/20,40,75,37,2017/10/31,1011.4,171.4
467990,馬祖,2017,10,2017/10,23.1,32.4,2017/10/02,15.3,2017/10/31,21.1,4,10.9,2017/10/14,40,29.2,2017/10/14,10,74,33,2017/10/27,1005.4,176.1
466880,板橋,2017,11,2017/11,22.3,31.9,2017/11/10,15.8,2017/11/23,124.5,18,6.5,2017/11/01,80,12.9,2017/11/08,80,78,53,2017/11/17,1016.1,43.3
466900,淡水,2017,11,2017/11,21.8,31.0,2017/11/10,15.2,2017/11/23,167.5,19,6.8,2017/11/18,10,16.9,2017/11/27,120,86,53,2017/11/28,1015.1,57.3
466910,鞍部,2017,11,2017/11,16.4,26.6,2017/11/10,9.1,2017/11/23,720.6,27,9.9,2017/11/18,360,20.4,2017/11/09,120,96,64,2017/11/17,924.5,43.8
466920,臺北,2017,11,2017/11,22.5,32.4,2017/11/07,16.2,2017/11/23,120.9,19,7.0,2017/11/05,50,14.2,2017/11/27,50,77,54,2017/11/10,1013.7,55.6
466930,竹子湖,2017,11,2017/11,18.0,27.3,2017/11/07,10.8,2017/11/23,587.5,26,9.8,2017/11/11,30,18.8,2017/11/11,360,88,61,2017/11/17,948.2,81.1
466940,基隆,2017,11,2017/11,21.8,30.5,2017/11/07,15.9,2017/11/23,708.2,26,13.4,2017/11/18,10,19.9,2017/11/18,10,81,59,2017/11/24,1014.3,41.9
466950,彭佳嶼,2017,11,2017/11,21.5,27.7,2017/11/10,15.4,2017/11/23,198.1,24,19.4,2017/11/04,40,28.1,2017/11/18,40,82,58,2017/11/04,1006.2,37.0
466990,花蓮,2017,11,2017/11,23.4,30.0,2017/11/02,17.9,2017/11/24,99,18,9.1,2017/11/23,40,19.1,2017/11/18,30,78,53,2017/11/01,1014.7,82.1
467050,新屋,2017,11,2017/11,21.5,29.0,2017/11/10,15.4,2017/11/23,68.8,17,14.1,2017/11/18,50,23.9,2017/11/18,50,84,63,2017/11/04,1014.1,69.6
467060,蘇澳,2017,11,2017/11,21.7,29.7,2017/11/07,15.3,2017/11/23,999.3,24,10.8,2017/11/30,70,19.9,2017/11/30,70,88,60,2017/11/02,1014.8,46.8
467080,宜蘭,2017,11,2017/11,22.0,30.8,2017/11/07,16.6,2017/11/24,430,24,7.4,2017/11/30,20,11.7,2017/11/30,50,86,61,2017/11/26,1016.7,50.8
467110,金門,2017,11,2017/11,20.8,30.4,2017/11/10,12.5,2017/11/25,28.6,8,10.5,2017/11/18,60,20.5,2017/11/18,50,68,36,2017/11/23,1015.2,87.5
467300,東吉島,2017,11,2017/11,23.6,29.2,2017/11/17,19.7,2017/11/23,6.2,4,22.5,2017/11/04,30,31.1,2017/11/04,30,78,65,2017/11/04,1010.3,92.1
467350,澎湖,2017,11,2017/11,22.9,29.4,2017/11/17,18.6,2017/11/24,26.7,7,11.4,2017/11/04,20,25.4,2017/11/04,30,79,57,2017/11/03,1014.6,53.2
467410,臺南,2017,11,2017/11,23.8,33.4,2017/11/17,17.4,2017/11/23,1.5,2,8.7,2017/11/23,350,16.1,2017/11/23,330,73,44,2017/11/17,1012.3,165.3
467440,高雄,2017,11,2017/11,25.5,32.1,2017/11/18,19.6,2017/11/25,11,4,6.1,2017/11/18,350,10.3,2017/11/18,360,74,52,2017/11/02,1014.4,164.6
467480,嘉義,2017,11,2017/11,23.3,32.4,2017/11/17,16.5,2017/11/01,10.5,4,6.0,2017/11/18,360,10.4,2017/11/23,360,78,46,2017/11/01,1011.5,135.2
467490,臺中,2017,11,2017/11,23.3,31.3,2017/11/28,17.4,2017/11/23,19.5,5,6.1,2017/11/03,20,14.1,2017/11/03,30,79,46,2017/11/01,1005.2,143.8
467530,阿里山,2017,11,2017/11,13.0,19.7,2017/11/09,8.0,2017/11/24,72.9,14,4.2,2017/11/23,10,8.7,2017/11/23,360,84,13,2017/11/01,767.1,114.4
467540,大武,2017,11,2017/11,25.1,30.0,2017/11/08,19.1,2017/11/20,43.7,9,8.9,2017/11/18,20,20.1,2017/11/18,50,73,49,2017/11/01,1014.7,100.1
467550,玉山,2017,11,2017/11,5.0,16.3,2017/11/09,-0.1,2017/11/21,133.5,18,17.2,2017/11/02,160,20.9,2017/11/02,160,84,12,2017/11/28,645.6,116.3
467571,新竹,2017,11,2017/11,22.0,30.3,2017/11/16,15.8,2017/11/23,35,12,7.7,2017/11/04,50,19.4,2017/11/05,60,81,60,2017/11/16,1013.1,83.3
467590,恆春,2017,11,2017/11,26.0,32.0,2017/11/18,21.4,2017/11/01,23,5,16.1,2017/11/04,40,33.0,2017/11/18,40,69,50,2017/11/14,1011.8,150.6
467610,成功,2017,11,2017/11,23.6,29.6,2017/11/29,19.0,2017/11/23,70.2,18,11.1,2017/11/04,20,23.3,2017/11/04,30,78,53,2017/11/01,1011.8,76.0
467620,蘭嶼,2017,11,2017/11,22.3,28.6,2017/11/18,18.3,2017/11/24,206.8,24,25.6,2017/11/12,30,44.0,2017/11/04,20,88,64,2017/11/01,977.9,43.8
467650,日月潭,2017,11,2017/11,19.7,28.0,2017/11/10,13.2,2017/11/01,48,6,4.5,2017/11/03,160,6.3,2017/11/03,180,81,42,2017/11/02,904.1,146.5
467660,臺東,2017,11,2017/11,24.5,30.5,2017/11/07,19.2,2017/11/24,17.2,11,6.9,2017/11/18,40,19.6,2017/11/04,50,76,50,2017/11/01,1015.0,114.0
467990,馬祖,2017,11,2017/11,17.7,26.3,2017/11/17,10.3,2017/11/25,27.5,12,10.9,2017/11/18,60,20.7,2017/11/18,50,79,48,2017/11/24,1009.3,51.1
466880,板橋,2017,12,2017/12,17.6,26.4,2017/12/23,11.7,2017/12/10,71.1,16,6.8,2017/12/21,80,14.6,2017/12/25,90,75,53,2017/12/25,1020.3,52.7
466900,淡水,2017,12,2017/12,17.5,26.4,2017/12/23,11.1,2017/12/20,40,6,6.5,2017/12/16,20,14.6,2017/12/17,30,74,46,2017/12/23,1019.4,73.2
466910,鞍部,2017,12,2017/12,11.0,19.9,2017/12/23,5.4,2017/12/17,591.5,25,10.5,2017/12/08,10,23.8,2017/12/16,30,95,45,2017/12/24,926.6,30.0
466920,臺北,2017,12,2017/12,17.8,26.4,2017/12/23,12.7,2017/12/10,66.9,18,8.0,2017/12/21,50,15.9,2017/12/21,60,74,46,2017/12/23,1017.9,56.4
466930,竹子湖,2017,12,2017/12,12.9,21.8,2017/12/23,7.2,2017/12/17,519.6,24,9.2,2017/12/02,10,18.1,2017/12/13,70,85,61,2017/12/23,951.0,78.8
466940,基隆,2017,12,2017/12,17.5,25.1,2017/12/23,13.1,2017/12/17,458.8,22,12.9,2017/12/16,10,21.4,2017/12/16,360,73,46,2017/12/22,1018.4,30.9
466950,彭佳嶼,2017,12,2017/12,17.2,23.1,2017/12/23,12.1,2017/12/17,67.7,18,16.5,2017/12/16,10,26.8,2017/12/16,360,71,52,2017/12/25,1010.2,24.5
466990,花蓮,2017,12,2017/12,19.4,26.4,2017/12/03,14.5,2017/12/09,70.5,15,13.0,2017/12/16,40,22.6,2017/12/16,40,73,43,2017/12/21,1018.6,43.0
467050,新屋,2017,12,2017/12,17.2,25.6,2017/12/15,11.0,2017/12/10,40.1,11,15.2,2017/12/13,60,24.8,2017/12/13,60,75,49,2017/12/21,1018.0,108.1
467060,蘇澳,2017,12,2017/12,17.2,24.3,2017/12/24,11.5,2017/12/17,1015.9,25,9.8,2017/12/13,70,21.2,2017/12/16,350,84,53,2017/12/22,1018.9,30.2
467080,宜蘭,2017,12,2017/12,17.5,26.8,2017/12/24,12.1,2017/12/20,435.9,23,8.7,2017/12/24,270,14.5,2017/12/13,30,82,48,2017/12/24,1021.0,36.4
467110,金門,2017,12,2017/12,16.1,25.6,2017/12/24,9.9,2017/12/20,T,0,10.0,2017/12/20,70,19.4,2017/12/13,40,59,22,2017/12/19,1019.5,177.2
467300,東吉島,2017,12,2017/12,19.6,23.8,2017/12/30,15.8,2017/12/17,4.9,4,22.4,2017/12/16,20,30.6,2017/12/17,20,74,58,2017/12/25,1013.5,108.4
467350,澎湖,2017,12,2017/12,18.6,23.4,2017/12/28,14.4,2017/12/17,5.4,6,11.3,2017/12/16,20,26.1,2017/12/16,20,75,55,2017/12/21,1018.0,96.8
467410,臺南,2017,12,2017/12,19.1,26.5,2017/12/03,13.2,2017/12/09,2,3,8.9,2017/12/19,350,15.3,2017/12/16,360,72,49,2017/12/21,1015.5,164.8
467440,高雄,2017,12,2017/12,21.4,29.4,2017/12/03,15.5,2017/12/09,0.5,1,7.7,2017/12/24,350,11.8,2017/12/24,350,69,49,2017/12/24,1017.6,142.5
467480,嘉義,2017,12,2017/12,18.6,27.1,2017/12/01,10.2,2017/12/22,3.7,3,7.4,2017/12/20,360,14.9,2017/12/16,360,78,48,2017/12/25,1014.9,141.9
467490,臺中,2017,12,2017/12,18.5,27.1,2017/12/30,11.7,2017/12/22,8,4,6.8,2017/12/20,20,14.4,2017/12/16,10,76,45,2017/12/22,1008.4,156.7
467530,阿里山,2017,12,2017/12,9.0,17.0,2017/12/27,1.3,2017/12/09,30.9,11,4.3,2017/12/09,280,10.8,2017/12/09,260,78,19,2017/12/28,765.8,138.6
467540,大武,2017,12,2017/12,21.6,27.3,2017/12/03,16.8,2017/12/10,27,11,9.7,2017/12/16,30,21.3,2017/12/16,10,65,46,2017/12/21,1018.0,86.1
467550,玉山,2017,12,2017/12,2.1,14.3,2017/12/27,-8.3,2017/12/29,26,7,16.5,2017/12/19,240,24.0,2017/12/19,270,54,6,2017/12/30,643.5,215.3
467571,新竹,2017,12,2017/12,17.5,25.9,2017/12/15,10.7,2017/12/22,23.8,8,6.8,2017/12/02,20,18.5,2017/12/17,30,74,50,2017/12/22,1016.6,114.3
467590,恆春,2017,12,2017/12,22.1,28.2,2017/12/03,17.5,2017/12/10,3.5,4,13.6,2017/12/16,40,30.3,2017/12/16,50,65,47,2017/12/21,1014.8,138.9
467610,成功,2017,12,2017/12,19.6,26.9,2017/12/03,14.5,2017/12/22,75.5,16,11.2,2017/12/16,10,20.9,2017/12/01,10,73,48,2017/12/21,1015.4,52.9
467620,蘭嶼,2017,12,2017/12,18.8,23.8,2017/12/03,15.3,2017/12/09,239.5,25,27.1,2017/12/08,30,39.5,2017/12/17,30,82,57,2017/12/21,980.2,48.2
467650,日月潭,2017,12,2017/12,15.2,26.4,2017/12/04,9.3,2017/12/22,17.5,8,5.1,2017/12/12,140,7.1,2017/12/30,280,79,26,2017/12/04,905.1,139.1
467660,臺東,2017,12,2017/12,20.4,27.5,2017/12/03,15.3,2017/12/22,15.2,10,7.2,2017/12/16,40,17.5,2017/12/08,10,70,42,2017/12/21,1018.6,101.5
467990,馬祖,2017,12,2017/12,12.8,21.2,2017/12/24,7.3,2017/12/17,7.5,5,9.0,2017/12/19,60,19.5,2017/12/13,40,71,41,2017/12/19,1013.5,127.7
466880,板橋,2018,1,2018/01,16.6,25.7,2018/01/16,7.0,2018/01/12,291.2,15,6.7,2018/01/01,70,13.9,2018/01/26,90,77,42,2018/01/10,1018.1,53.2
466900,淡水,2018,1,2018/01,16.6,25.3,2018/01/03,6.0,2018/01/12,151.5,9,5.9,2018/01/26,20,16.8,2018/01/27,120,76,42,2018/01/10,1017.3,98.9
466910,鞍部,2018,1,2018/01,10.6,20.7,2018/01/16,1.8,2018/01/12,564.2,24,9.5,2018/01/09,360,19.1,2018/01/07,350,93,40,2018/01/16,924.5,48.1
466920,臺北,2018,1,2018/01,16.9,26.6,2018/01/16,8.6,2018/01/12,255.8,13,7.8,2018/01/25,50,15.5,2018/01/26,50,79,40,2018/01/10,1015.8,78.6
466930,竹子湖,2018,1,2018/01,12.3,21.5,2018/01/16,3.6,2018/01/12,457.9,22,8.7,2018/01/25,360,18.6,2018/01/22,360,86,43,2018/01/16,948.9,96.2
466940,基隆,2018,1,2018/01,16.3,24.3,2018/01/04,9.9,2018/01/13,541.7,23,11.3,2018/01/31,10,17.3,2018/01/28,10,79,42,2018/01/10,1016.4,41.6
466950,彭佳嶼,2018,1,2018/01,16.0,22.4,2018/01/03,9.1,2018/01/12,210.7,17,20.7,2018/01/07,160,25.4,2018/01/07,160,76,44,2018/01/12,1008.1,66.3
466990,花蓮,2018,1,2018/01,18.2,24.9,2018/01/18,10.4,2018/01/13,96,16,10.5,2018/01/28,50,17.6,2018/01/28,40,76,42,2018/01/15,1016.8,53.0
467050,新屋,2018,1,2018/01,15.9,26.2,2018/01/02,8.7,2018/01/12,282.5,13,14.2,2018/01/26,30,23.0,2018/01/26,30,79,47,2018/01/10,1016.2,114.6
467060,蘇澳,2018,1,2018/01,16.6,23.6,2018/01/16,8.4,2018/01/13,681.5,24,9.4,2018/01/07,70,20.6,2018/01/08,70,82,47,2018/01/10,1016.8,38.4
467080,宜蘭,2018,1,2018/01,16.7,25.3,2018/01/04,7.5,2018/01/13,388.8,25,8.3,2018/01/26,50,13.6,2018/01/26,60,81,42,2018/01/10,1018.9,50.6
467110,金門,2018,1,2018/01,14.2,25.5,2018/01/03,6.5,2018/01/13,149.3,10,9.3,2018/01/12,70,19.7,2018/01/26,50,72,27,2018/01/11,1017.6,130.9
467300,東吉島,2018,1,2018/01,18.6,26.0,2018/01/08,13.6,2018/01/12,70.6,11,19.1,2018/01/29,20,25.7,2018/01/29,30,77,54,2018/01/10,1012.4,107.4
467350,澎湖,2018,1,2018/01,17.6,24.2,2018/01/22,12.3,2018/01/31,58.3,11,10.5,2018/01/29,20,23.6,2018/01/26,20,77,47,2018/01/10,1016.5,93.4
467410,臺南,2018,1,2018/01,18.1,28.2,2018/01/08,7.6,2018/01/13,40,10,9.3,2018/01/29,350,19.4,2018/01/09,340,75,41,2018/01/14,1014.3,136.8
467440,高雄,2018,1,2018/01,20.4,29.3,2018/01/28,10.4,2018/01/13,23.5,7,9.1,2018/01/09,360,16.6,2018/01/09,360,72,44,2018/01/14,1016.3,149.0
467480,嘉義,2018,1,2018/01,17.4,27.8,2018/01/08,4.7,2018/01/13,76.5,11,8.4,2018/01/09,10,15.7,2018/01/09,10,83,39,2018/01/14,1013.7,121.2
467490,臺中,2018,1,2018/01,17.3,27.2,2018/01/18,6.1,2018/01/13,103.5,13,5.5,2018/01/10,360,12.8,2018/01/11,10,81,27,2018/01/16,1007.3,127.4
467530,阿里山,2018,1,2018/01,8.4,16.7,2018/01/17,-2.3,2018/01/13,301.4,16,4.3,2018/01/08,280,16.3,2018/01/08,280,80,24,2018/01/14,764.6,111.2
467540,大武,2018,1,2018/01,20.0,31.2,2018/01/08,12.9,2018/01/14,50.6,12,7.7,2018/01/28,20,17.4,2018/01/26,20,73,46,2018/01/15,1016.6,78.0
467550,玉山,2018,1,2018/01,0.5,12.8,2018/01/02,-13.5,2018/01/12,301.9,13,14.9,2018/01/13,310,31.7,2018/01/09,280,65,7,2018/01/24,642.0,161.2
467571,新竹,2018,1,2018/01,16.3,25.5,2018/01/02,8.6,2018/01/14,266.7,13,6.7,2018/01/26,30,17.3,2018/01/26,60,76,46,2018/01/10,1015.1,116.6
467590,恆春,2018,1,2018/01,21.4,28.3,2018/01/28,14.8,2018/01/13,34.5,6,13.5,2018/01/26,40,27.9,2018/01/26,40,67,43,2018/01/13,1013.6,152.4
467610,成功,2018,1,2018/01,18.6,25.7,2018/01/19,10.8,2018/01/14,102.9,18,10.9,2018/01/26,20,18.2,2018/01/26,30,77,43,2018/01/15,1013.8,57.5
467620,蘭嶼,2018,1,2018/01,18.2,23.0,2018/01/22,11.9,2018/01/12,331.5,25,21.6,2018/01/24,30,32.8,2018/01/24,30,89,50,2018/01/13,979.3,43.3
467650,日月潭,2018,1,2018/01,14.8,25.5,2018/01/17,4.5,2018/01/13,150,12,6.1,2018/01/09,170,13.4,2018/01/08,320,76,33,2018/01/14,903.9,133.8
467660,臺東,2018,1,2018/01,19.1,25.4,2018/01/19,10.9,2018/01/13,53.9,12,6.3,2018/01/26,40,15.7,2018/01/26,30,76,38,2018/01/15,1017.1,78.8
467990,馬祖,2018,1,2018/01,10.7,21.8,2018/01/16,4.3,2018/01/30,103.5,11,7.9,2018/01/29,60,18.8,2018/01/26,20,80,43,2018/01/10,1011.4,69.3
466880,板橋,2018,2,2018/02,15.1,29.8,2018/02/15,7.1,2018/02/05,191.8,15,7.4,2018/02/17,70,14.9,2018/02/17,80,80,43,2018/02/15,1019.4,42.9
466900,淡水,2018,2,2018/02,14.7,27.8,2018/02/15,6.9,2018/02/05,139.5,15,5.7,2018/02/13,160,15.2,2018/02/13,130,79,43,2018/02/15,1018.6,58.5
466910,鞍部,2018,2,2018/02,9.8,23.4,2018/02/15,0.2,2018/02/05,347.7,18,8.8,2018/02/28,30,20.4,2018/02/17,160,91,47,2018/02/15,925.2,53.4
466920,臺北,2018,2,2018/02,15.6,29.5,2018/02/15,7.6,2018/02/05,163.6,15,8.3,2018/02/17,40,15.7,2018/02/17,40,79,33,2018/02/15,1017.0,54.5
466930,竹子湖,2018,2,2018/02,11.3,25.0,2018/02/15,2.4,2018/02/05,396.5,18,8.3,2018/02/22,360,18.8,2018/02/28,330,86,43,2018/02/15,949.8,68.9
466940,基隆,2018,2,2018/02,15.0,27.6,2018/02/18,8.1,2018/02/05,360.5,19,10.6,2018/02/02,10,16.5,2018/02/02,10,78,44,2018/02/06,1017.5,44.8
466950,彭佳嶼,2018,2,2018/02,15.2,24.2,2018/02/15,7.0,2018/02/05,87.1,16,15.0,2018/02/09,150,22.3,2018/02/01,360,76,47,2018/02/12,1008.9,52.9
466990,花蓮,2018,2,2018/02,17.6,26.6,2018/02/28,10.6,2018/02/06,61,14,10.1,2018/02/02,50,17.5,2018/02/01,50,77,47,2018/02/14,1017.6,64.0
467050,新屋,2018,2,2018/02,14.2,26.3,2018/02/15,6.4,2018/02/05,106.6,13,13.3,2018/02/17,40,21.3,2018/02/17,40,80,49,2018/02/13,1017.6,72.4
467060,蘇澳,2018,2,2018/02,15.8,25.7,2018/02/15,8.5,2018/02/05,209.5,16,8.1,2018/02/15,140,17.0,2018/02/01,360,82,49,2018/02/14,1017.7,64.7
467080,宜蘭,2018,2,2018/02,16.2,27.6,2018/02/16,8.4,2018/02/05,92.1,18,7.8,2018/02/16,20,11.0,2018/02/16,30,79,49,2018/02/15,1019.8,58.5
467110,金門,2018,2,2018/02,12.6,22.9,2018/02/19,4.5,2018/02/06,20.6,7,7.6,2018/02/17,60,18.2,2018/02/11,70,71,25,2018/02/06,1018.2,121.8
467300,東吉島,2018,2,2018/02,17.5,27.9,2018/02/15,10.8,2018/02/05,13,7,19.2,2018/02/11,20,26.4,2018/02/01,360,78,51,2018/02/13,1013.7,92.5
467350,澎湖,2018,2,2018/02,16.4,27.2,2018/02/15,9.9,2018/02/05,10.9,6,9.5,2018/02/03,10,20.2,2018/02/02,20,77,46,2018/02/14,1017.8,83.5
467410,臺南,2018,2,2018/02,17.5,30.6,2018/02/15,8.3,2018/02/06,11.5,7,9.3,2018/02/02,360,15.7,2018/02/02,350,76,39,2018/02/15,1015.5,125.4
467440,高雄,2018,2,2018/02,19.8,31.2,2018/02/15,10.2,2018/02/06,4.5,2,8.9,2018/02/02,350,13.6,2018/02/02,360,67,46,2018/02/14,1017.5,136.8
467480,嘉義,2018,2,2018/02,16.8,31.8,2018/02/15,6.7,2018/02/06,23.7,8,6.4,2018/02/02,10,11.2,2018/02/02,20,81,36,2018/02/15,1015.0,107.3
467490,臺中,2018,2,2018/02,16.5,30.5,2018/02/19,7.9,2018/02/05,25.5,8,6.0,2018/02/02,20,12.1,2018/02/02,20,79,37,2018/02/15,1008.5,117.3
467530,阿里山,2018,2,2018/02,7.8,16.7,2018/02/15,-0.3,2018/02/06,131.3,13,5.2,2018/02/15,170,12.8,2018/02/28,290,82,18,2018/02/14,764.8,98.6
467540,大武,2018,2,2018/02,19.8,30.2,2018/02/28,13.5,2018/02/07,12.9,8,7.9,2018/02/17,20,15.5,2018/02/17,10,71,54,2018/02/13,1017.5,73.4
467550,玉山,2018,2,2018/02,-0.3,12.5,2018/02/15,-11.8,2018/02/06,19.2,6,18.4,2018/02/02,300,27.3,2018/02/28,260,66,9,2018/02/19,642.0,162.6
467571,新竹,2018,2,2018/02,14.6,27.7,2018/02/19,6.3,2018/02/05,83.5,15,5.7,2018/02/17,20,15.5,2018/02/17,360,79,39,2018/02/14,1016.6,73.0
467590,恆春,2018,2,2018/02,21.2,29.9,2018/02/16,14.4,2018/02/07,35.5,4,12.0,2018/02/08,30,23.1,2018/02/08,40,66,47,2018/02/27,1014.8,129.4
467610,成功,2018,2,2018/02,18.2,26.5,2018/02/19,11.7,2018/02/07,33.2,13,8.6,2018/02/01,360,15.9,2018/02/03,340,76,58,2018/02/27,1014.6,32.2
467620,蘭嶼,2018,2,2018/02,18.0,26.5,2018/02/15,11.4,2018/02/06,157.8,26,26.1,2018/02/06,30,37.3,2018/02/06,20,90,70,2018/02/13,980.2,18.7
467650,日月潭,2018,2,2018/02,14.0,27.2,2018/02/20,3.4,2018/02/05,72,11,5.6,2018/02/22,170,9.4,2018/02/22,160,81,36,2018/02/20,904.7,99.0
