longitude,latitude,siteID
121.1191978,22.7492459,467660
121.5398866,25.0173093,466920
120.2529973,22.8207861,467441
121.698124,24.746127,467080
121.4759932,25.130068,466900
120.12027,23.32382,467420
121.5058537,25.1110077,466930
120.994726,23.978672,467650
120.530963,22.6126676,467441
120.41372,22.5031373,467441
121.5873841,24.9673158,466881
120.951105,24.011496,467650
120.1519532,23.3424896,467480
121.6293617,25.0684426,466920
120.4710037,23.6748938,467480
121.080575,23.999845,467650
121.522622,25.109363,466930
120.1103818,23.2358648,467420
120.5269867,23.8303583,467270
121.4489776,24.9905017,466881
120.6037765,24.1795688,467490
120.4667787,23.4604434,467480
120.9655602,23.9705955,467650
121.2110193,25.059199,467050
120.786217,23.826675,467650
120.7232952,22.0303008,467590
120.2996229,22.93285,467410
121.5693,25.0428,466920
120.309932,23.256003,467420
120.3131407,23.2751142,467480
121.260674,23.301788,467610
121.2511289,25.0750714,467050
120.92179,24.8409,467571
120.315121,22.553703,467441
120.589419,23.3019602,467480
120.5657317,22.649885,467441
121.508256,23.854035,466990
120.56192,24.3386,467490
120.693412,23.269599,467530
120.1926123,23.7264554,467480
121.6522121,25.0629371,466940
120.1357877,23.5004231,467480
121.287571,24.893106,466881
120.726642,24.1200864,467490
120.43025,23.4191849,467480
120.1542172,23.4601511,467480
120.2861255,22.6463138,467441
120.2567732,23.827756,467270
121.261224,25.075834,466900
121.5363461,24.9130912,466881
118.4104603,24.4828606,467110
120.0990629,23.2067591,467420
121.1825982,25.0145181,467050
121.8023042,24.723575,467080
120.1706868,23.326891,467420
120.6560826,23.7561637,467270
120.6048739,22.6571161,467441
120.5120617,23.8675129,467270
121.470058,25.1182626,466900
121.0081172,24.9368021,467050
121.4487773,24.9853724,466881
118.2463673,24.4304006,467110
120.197469,22.988376,467410
121.0170436,22.6873796,467660
121.219818,25.055678,467050
120.6860756,24.1813021,467490
121.6421619,25.2262663,466930
121.5318407,23.9045229,466990
121.0940755,22.8958524,467660
121.5556097,24.9040318,466881
120.487228,23.473087,467480
120.4902492,26.3633188,467990
120.2573833,23.2349133,467420
120.0656533,23.0715735,467410
121.22992,24.957149,467050
120.4864662,23.4715748,467480
120.6024814,24.2296767,467490
120.5955968,22.8343018,467441
121.4294266,23.7159257,466990
121.4910784,25.0385785,466920
121.5373179,25.020858,466920
121.537222,24.912417,466881
121.6898217,25.20394,466940
121.8076649,24.4510026,467080
120.5802543,24.3501,467490
121.500544,25.2684689,466910
120.465082,22.891949,467441
120.2146795,23.0007068,467410
120.5502416,23.6280874,467480
120.5122,23.8676,467270
121.509347,25.0319891,466920
118.3235264,24.4727207,467110
121.4168127,25.1672977,466900
121.4901853,25.1135025,466900
120.6127549,24.1830316,467490
120.249935,23.4608872,467480
120.671662,23.313926,467530
120.4861332,23.4664713,467480
120.6212112,23.7263377,467270
121.536269,24.990368,466881
120.7399607,21.9900889,467590
120.5575101,23.9552407,467270
121.5607697,24.9804657,466881
121.633029,25.2306241,466910
121.6821751,24.9211283,466881
120.4526838,23.4751858,467480
118.4386361,24.433901,467110
118.3233118,24.4300026,467110
121.2866983,22.9557433,467610
120.2832127,22.7408458,467441
120.1362598,23.0028711,467410
120.7458221,22.0067958,467590
120.4870033,23.8570183,467270
120.5431827,24.1976565,467490
120.4868262,23.466165,467480
118.37138,24.449616,467110
121.5309548,24.9377944,466881
121.2236,25.1034,467050
121.4658319,25.1206684,466900
121.51617,25.04737,466920
120.756385,23.461309,467530
121.1484852,22.7661207,467660
120.902385,24.707486,467571
120.7422779,21.9776335,467590
120.26436,22.6142915,467441
120.5225194,23.4589946,467480
121.8118572,24.4594553,467080
120.52318,23.8675,467270
119.5555582,23.6570343,467350
120.800462,23.8306891,467650
121.8125663,24.4493123,467080
120.4863739,24.0663715,467490
120.905571,24.7819032,467571
120.4712811,23.6752091,467480
121.5401924,25.0155554,466920
119.6614311,23.6614103,467350
121.221759,25.054402,467050
121.5393673,25.0634826,466920
121.924205,25.0113747,466850
120.5972105,24.2077413,467490
120.4908974,26.3645639,467990
121.923236,25.0193121,466850
119.507769,23.269434,467300
121.4472288,24.9851386,466881
120.6159541,22.6496259,467441
121.216083,24.9632787,467050
120.378643,24.0274795,467270
120.7309699,22.7448789,467441
120.5821658,23.291024,467480
120.2999875,23.0716544,467420
120.7104081,24.5425496,467490
120.2269767,23.493075,467480
120.7788459,24.281563,467490
121.491117,23.799389,466990
120.7359317,21.9840517,467590
120.6234066,22.412927,467540
121.8184608,24.6599371,467080
121.2008071,25.0972586,467050
120.6795633,24.4919533,467490
120.492142,26.3598114,467990
120.7493323,21.9914219,467590
120.7435112,21.9974296,467590
120.8009677,23.82747,467650
120.983144,24.931008,467050
120.3390992,22.6211613,467441
120.802424,23.8252372,467650
121.4484202,24.9823026,466881
121.0306638,25.0124967,467050
121.5363,23.88868,466990
120.203596,22.970461,467410
120.5752227,22.5517185,467441
120.840921,24.365081,467490
120.135626,23.2257261,467420
121.8300664,24.6835499,467080
120.3072963,23.6648298,467480
121.6030322,24.106402,466990
120.346165,23.318248,467480
120.59865,24.177785,467490
121.4712596,25.1155348,466900
121.6187328,23.9821993,466990
120.5964635,22.6267662,467441
121.5394842,25.015953,466920
120.6162851,22.6385756,467441
120.3418171,23.1830362,467420
121.4858059,25.0332531,466920
120.5224184,22.4902869,467441
120.5559367,22.6367436,467441
121.5138705,25.131431,466930
121.339956,23.434464,467610
120.4837987,23.7084475,467270
120.728289,22.00308,467590
120.4380972,24.0516999,467270
121.4884579,25.1293557,466900
121.4735985,23.7657082,466990
120.5526545,22.8970594,467441
120.5092427,22.6780517,467441
120.186671,23.45714,467480
121.2501778,25.1029858,466900
121.4385688,25.0001386,466920
121.2621814,25.0717301,466900
120.1384592,23.5057558,467480
119.9511949,26.1618766,467990
120.167681,23.3584163,467480
121.5643286,25.0360137,466920
120.9205628,23.8738349,467650
120.558182,22.4049821,467540
120.94887,23.980999,467650
118.410446,24.5192138,467110
121.429106,25.1790877,466900
120.4243733,23.6985467,467480
121.8120487,24.7198046,467080
121.8430191,24.6392743,467080
121.5384167,25.0144996,466920
122.0018703,25.0133426,466850
120.484267,23.4669234,467480
120.2251,22.997389,467410
118.4029949,24.5072555,467110
121.3501096,23.4192931,467610
119.5167343,23.2598576,467300
120.54558,23.612735,467480
121.5538931,24.8586994,466881
120.3120859,23.1829571,467420
118.2969598,24.4744299,467110
121.147421,25.033595,467050
120.55343,23.831495,467270
121.5325443,25.1001429,466930
120.3756523,23.330198,467480
120.2586037,23.0068198,467420
120.259426,23.647138,467480
120.5204034,23.7736387,467270
118.412051,24.469824,467110
119.9355125,25.9760321,467990
120.3135914,23.3959124,467480
120.3024414,22.6398241,467441
121.5600152,25.0785588,466920
121.531339,25.0296815,466920
120.4607865,23.4581214,467480
121.5413436,25.0468852,466920
120.6114721,22.6445117,467441
121.550439,24.98273,466881
121.5351733,25.0261537,466920
121.4235951,24.98666,466881
121.4356935,25.1583176,466900
120.6348259,23.7268922,467270
120.4421136,22.6506824,467441
120.48425,23.47149,467480
121.0306867,24.9542885,467050
120.165651,23.314505,467420
120.9564471,23.9800325,467650
120.165119,23.484657,467480
120.6638378,24.1541498,467490
118.3021116,24.4579904,467110
120.1229083,23.2661021,467420
121.489563,22.6607496,467660
121.8272523,24.7113576,467080
120.4509483,23.4749984,467480
120.3703845,23.4623999,467480
120.5460069,24.3104351,467490
118.3123469,24.4707091,467110
121.5367443,23.6519637,466990
121.4461537,25.205652,466900
120.7426389,24.1827026,467490
121.1916262,25.0494007,467050
121.9184268,25.0159652,466850
119.9602661,26.165685,467990
