siteID,year,month,キА放,程蔼放,程放,仓縩秖,獴ら计,程10だ牧硉,程俐丁硉,キА癸楞,程癸楞,キА代溃,羆ら酚计
467590,2017,2,21.8,29.5,15.6,6.2,8,13.4,27.6,67,40,1016.5,154.6
467610,2017,2,18.8,25.9,11.6,104.4,19,9.2,16.4,73,37,1015.9,50.2
467620,2017,2,18.4,24.4,11.8,129.3,20,17.5,30.1,78,47,981.5,50.8
467650,2017,2,14.6,27,7.5,14,5,4.6,8.1,77,38,905.8,114.6
467660,2017,2,19.6,27.8,11.4,24.4,11,6.2,15.3,71,32,1019.5,79
467990,2017,2,10.9,22,4.6,53.7,6,9.8,20.4,79,45,1013,104.2
466880,2017,3,18,28.3,11.4,205,16,6.4,13.1,72,38,1016.5,59.8
466900,2017,3,17.2,27,8.7,146,19,7.3,14.6,79,38,1015.6,73
466910,2017,3,12.4,23.8,4.6,209.7,21,10.1,19,91,29,923.4,61.5
466920,2017,3,18.2,29.3,12,182.7,18,7.5,15.3,75,42,1014,60.8
466930,2017,3,14.1,24.3,6.8,175,21,9.1,18.9,85,34,947.7,72.3
466940,2017,3,17.3,26.8,12,288.8,20,10.8,16.4,80,45,1014.5,52
466950,2017,3,17.3,24.7,11.3,173.7,16,17.6,28.3,76,34,1006.3,59.8
466990,2017,3,19.6,27.7,14.1,76,17,10.4,18.9,79,49,1015,47.7
467050,2017,3,17.4,25.2,11.6,170.7,17,13.8,22.5,81,50,1014.7,75.8
467060,2017,3,18.4,26.7,12.3,130.7,18,9.2,20.3,78,46,1014.9,57.6
467080,2017,3,18.3,27.8,12,97.3,19,8.8,15.7,79,45,1017,68.6
467110,2017,3,15.6,24.9,10.2,39.7,13,9.9,18.8,75,30,1015.5,93.1
467300,2017,3,21.4,29.9,17.1,2.4,3,21.1,27.6,74,46,1011.2,146.6
467350,2017,3,20.6,28.5,16,16.8,6,9.9,20.7,73,42,1015.1,122.8
467410,2017,3,21.5,30.2,13.6,12.8,3,10.6,21.6,70,42,1013.1,194.7
467440,2017,3,23.5,33,17.5,3.5,3,6.9,12.2,69,46,1015.3,200.5
467480,2017,3,20.8,31.9,11.7,18.4,5,8.6,15.7,76,38,1012.5,165.6
467490,2017,3,20.2,30.2,12.9,38,9,6,14,73,31,1006.1,146.8
467530,2017,3,9.5,17.8,0.2,107.4,10,4.4,11.7,82,26,765.1,132.1
467540,2017,3,22,34.9,16.4,19.4,16,10.2,18.1,73,37,1015.7,79.8
467550,2017,3,0.3,11.3,-10.5,35.4,8,15.7,27.9,87,22,641.7,106.1
467571,2017,3,17.7,26.5,10.1,154.6,15,6,14.9,77,45,1013.8,90.9
467590,2017,3,23.4,31.3,16.6,2.4,3,11,22.1,70,47,1013.5,176.4
467610,2017,3,20.2,27.6,14.6,75.9,23,10.3,17.6,80,41,1012.3,29.6
467620,2017,3,19.6,26.4,15.1,150,21,26.5,36.7,81,50,978.9,76.8
467650,2017,3,16.6,27.8,9.3,57.5,10,5.5,8.1,81,41,903.7,113.5
467660,2017,3,20.9,30.1,14.7,42.2,15,7,18,76,40,1015.8,65.9
467990,2017,3,12.4,20.3,8.3,155.3,17,9.3,17,85,44,1008.6,88.7
466880,2017,4,22.2,34.9,9.8,125.7,12,6.3,14.1,69,27,1012.6,112.2
466900,2017,4,21.8,32.2,11.1,98.5,12,6.6,15.5,73,27,1011.9,132.8
466910,2017,4,16.5,26.5,6.6,150.6,15,10.8,22.4,85,34,921.3,103.4
466920,2017,4,22.5,35.5,11.5,121.5,13,7.3,13.9,66,26,1010.1,105.6
466930,2017,4,17.9,28.2,7.3,135.5,15,9.4,18.4,80,34,945,110.6
466940,2017,4,21.7,32.3,10.5,141.9,15,10.6,16.6,73,38,1010.6,125.8
466950,2017,4,20.8,28.1,12.6,63.9,11,15.1,21.9,78,41,1002.6,143.1
466990,2017,4,22.6,30.2,13.6,106.2,16,11.2,18.9,77,36,1011.7,103.8
467050,2017,4,21.9,30.4,12.4,121.3,12,13.4,20.8,77,36,1011,143.1
467060,2017,4,21.7,29.8,11.3,127.9,16,10.8,22.8,75,36,1011.3,117.6
467080,2017,4,21.6,30.5,10.9,151.8,13,8.2,13.8,77,37,1013.3,120.6
467110,2017,4,20.1,28.3,10.9,44.6,13,9.5,19.3,75,28,1011.1,151.1
467300,2017,4,24.1,31.1,17.1,79.4,9,18.1,23.8,74,41,1008.3,197.8
467350,2017,4,23.9,30.4,16.5,132.3,11,8.9,17.9,74,38,1012,177.8
467410,2017,4,24.6,32.3,14.9,64.5,9,11.4,21.7,71,33,1010.5,194.7
467440,2017,4,25.6,32.7,16.6,113.5,6,7,16.2,71,41,1012.7,209.1
467480,2017,4,23.9,33.9,10,105.9,11,7.5,12.3,75,30,1009.6,171.1
467490,2017,4,23.2,33.7,11.9,98.8,10,5,11.3,73,26,1003.3,149.6
467530,2017,4,11.7,19.1,-0.2,330.5,15,5,14.3,80,18,764.9,123.2
467540,2017,4,24.3,36.2,16.7,91.1,10,8.5,16,73,36,1012.7,147.3
467550,2017,4,3.4,14.4,-8.2,358,16,15,25.6,79,14,642.5,144.6
467571,2017,4,22.2,34.1,12.6,124,10,6,15.5,72,34,1010.1,148.4
467590,2017,4,25.5,34.9,18.2,28,4,8.4,17.2,71,41,1011.1,186.4
467610,2017,4,22.6,31.1,15.3,104.4,14,10.5,18.3,79,39,1009.2,77
467620,2017,4,21.6,28,14.5,150,14,20.2,29.9,82,49,976.5,109.3
467650,2017,4,18.6,29.7,8.5,255.5,13,7.7,15.1,82,35,902.2,112.3
467660,2017,4,23.6,31.9,15.2,82.8,13,5.9,14.8,75,39,1012.7,138
467990,2017,4,18.1,27,9.7,143.8,16,10.4,18.8,81,39,1003.7,155.3
466880,2017,5,25.6,34,18.7,152.9,16,6.4,13.6,75,41,1009.7,101.3
466900,2017,5,25.5,33.5,19.8,143.5,11,5.5,13.5,75,44,1009,118.1
466910,2017,5,19.4,27.1,14.2,181.5,16,7.6,15.5,90,40,919.8,48.8
466920,2017,5,25.6,35,19.7,135.5,16,8.6,14.5,73,42,1007.3,83.8
466930,2017,5,21.1,29,15.9,163.1,14,8,15.4,84,51,943.1,82.6
466940,2017,5,24.6,33.4,19.4,229.1,20,7.8,13,77,51,1007.9,74.1
466950,2017,5,23.6,29.5,18.7,198.4,11,13.2,18.5,85,50,1000,120.6
466990,2017,5,25.2,31.6,20.6,144.5,20,9.1,14.8,80,57,1009,108.6
467050,2017,5,25.3,31,18.1,83.4,8,10.8,19.1,81,51,1008.1,151.8
467060,2017,5,24.5,31.4,19.4,271.7,22,9.9,20.1,83,57,1008.6,83.4
467080,2017,5,24.4,32,18.9,227.6,19,7.3,12.9,85,56,1010.5,81.7
467110,2017,5,24.1,30.5,19.1,100.9,10,8.8,14.9,79,33,1007.8,142.6
467300,2017,5,26.4,31.8,21.5,69,7,16.2,20.4,79,55,1005.7,193.3
467350,2017,5,26.2,32.1,20.5,81.2,8,7.7,16.6,79,56,1009.2,156.1
467410,2017,5,27.7,33.9,21.5,79.5,6,8.3,13.1,73,49,1007.6,199.5
467440,2017,5,28.2,33.5,22.8,129,8,5.9,10.6,74,53,1009.8,209.6
467480,2017,5,27,36,17.8,77.8,9,8.4,12.5,77,41,1006.8,160.8
467490,2017,5,26.7,34.9,18.9,111.5,8,4.6,8.9,75,43,1000.5,133.1
467530,2017,5,13.6,21.3,7.9,336,23,5,12.9,92,26,764.7,89.5
467540,2017,5,26.6,37.4,21,88.1,15,6.6,11.8,77,34,1010,137.5
467550,2017,5,5.4,16.2,0.4,339.5,19,14.9,24.4,84,18,643.1,97.8
467571,2017,5,25.7,33.3,18.7,99.5,10,5,11.7,75,44,1007.3,132.7
467590,2017,5,28.1,34.2,21.7,48.7,9,9.1,20,72,50,1008.2,183.4
467610,2017,5,25.4,31.4,20.7,103.1,21,10.4,18.8,84,60,1006.4,121.6
467620,2017,5,24,29.4,19.1,317.9,14,23.3,36.9,89,67,974,108
467650,2017,5,21.1,29.5,15.9,347.5,19,5.3,11.4,86,51,900.8,99.9
467660,2017,5,26.2,35.3,21.6,184.5,22,5.3,10.9,79,48,1010,146.1
467990,2017,5,22,29.6,17.5,103.6,7,7.9,15.2,84,60,1001.3,130.3
466880,2017,6,27.9,36.2,22.3,673,15,8,15.4,79,51,1006.4,127.8
466900,2017,6,27.2,36.9,22,915.5,13,6.1,14.4,83,55,1005.9,138.7
466910,2017,6,22.3,28.7,17.9,1009.1,16,9.2,18.7,90,62,917.6,71.3
466920,2017,6,28,35.6,22,649.7,16,6.3,13.6,75,44,1004,83.8
466930,2017,6,23.8,30.8,18.9,830.5,15,7,16.7,85,59,940.8,94.1
466940,2017,6,27.3,35,21.6,824.9,16,9.6,17.2,78,52,1004.4,134.4
466950,2017,6,26.3,31.7,21,534.8,12,26.1,31,89,61,996.5,162.2
466990,2017,6,27.6,34.2,23.1,211,14,8.4,13.7,80,58,1005.5,174.9
467050,2017,6,27.6,33,22.1,761.2,13,15.5,29.4,86,56,1005,162.5
467060,2017,6,27.2,33.9,22.5,329.9,17,8.8,14.2,84,58,1005,125.6
467080,2017,6,27.3,34.1,22.6,312.1,18,6.6,9.6,87,52,1006.8,135.1
467110,2017,6,26.3,32.5,21.2,170.9,15,9.4,15.2,87,63,1004.1,144.8
467300,2017,6,28.3,32.6,24.6,275,11,14.8,22.6,85,71,1003.6,214.1
467350,2017,6,28.3,34,23.9,314.7,16,8.4,16.2,85,66,1006.9,213.9
467410,2017,6,29.3,34.5,24.4,251.5,14,9.2,14.3,79,51,1006.1,199.2
467440,2017,6,29.7,34.3,24.9,256,14,7.4,25.6,77,61,1008.4,226.8
467480,2017,6,29,36.4,23.8,578,16,8.9,14.3,78,46,1005,177.9
467490,2017,6,27.9,35.9,22.5,894,15,6.4,20.6,81,48,998.7,144.4
467530,2017,6,14.8,21.8,10.3,1986.6,20,6.5,18.8,89,48,764.6,97.6
467540,2017,6,29.1,38.2,24.4,291.6,15,7.7,13.8,74,39,1007.1,231.2
467550,2017,6,7.6,19.4,1.7,800,16,17,30.1,83,26,644.2,101.6
467571,2017,6,28,34.3,22.4,581.5,13,6.1,16.6,78,55,1004.4,172.9
467590,2017,6,29.8,34.6,25.5,105,19,6.6,14.4,75,48,1006.1,190.9
467610,2017,6,27.6,32.8,23.8,118.3,14,9,18.5,83,56,1003.1,196.8
467620,2017,6,26.5,30.8,24,13.9,6,21.6,32.3,85,66,972,153.6
467650,2017,6,22.3,31.9,17.8,1013,20,13.8,29.4,86,54,899.8,99.7
467660,2017,6,29,35.3,24,170.4,12,7.3,15,77,43,1006.7,234.6
467990,2017,6,24.3,32.6,19.4,388.3,19,10.9,22.5,90,67,997,102.1
466880,2017,7,29.7,37.5,24.3,212.6,17,11.9,28.4,72,41,1006.8,205.2
466900,2017,7,29.6,37.7,24.1,83,8,9,26.3,75,42,1006.2,235.5
466910,2017,7,23.6,30.7,19.1,160,11,15.4,38.9,85,56,918.3,158.8
466920,2017,7,30.3,38,24.2,206.6,12,14.3,41.9,64,42,1004.4,165.3
466930,2017,7,25.1,31.8,20.3,166,13,6.8,21.1,81,52,941.4,185.1
466940,2017,7,30,36.1,24.7,67.9,8,18.5,41.5,66,47,1004.8,265.8
466950,2017,7,28.4,33,24,37.5,3,29.1,39.6,85,66,997.4,304.9
466990,2017,7,29.1,34.5,24.4,153.5,9,20.9,35.2,74,53,1006.5,273.8
467050,2017,7,29.8,36.5,25,37.3,6,20.7,35.8,78,50,1005.3,279.6
467060,2017,7,29.3,33.8,24.6,219.1,10,26.4,52.8,74,45,1005.8,202
467080,2017,7,29.6,35.5,24.2,133.9,8,29.7,51,77,53,1007.5,252.8
467110,2017,7,29,35.9,24.6,92.6,8,16,23.7,78,49,1004.5,278.7
467300,2017,7,29.6,34.3,24.3,256.1,10,22.6,31.6,81,65,1003.4,255.4
467350,2017,7,29.8,35.2,24.2,240.5,11,13.5,24.9,79,60,1006.8,269.1
467410,2017,7,29.6,34.5,23.4,506.9,16,10.6,19.6,76,50,1005.6,203.9
467440,2017,7,30.4,35.6,24.3,285,7,12.8,24.8,71,52,1007.8,241.9
467480,2017,7,28.9,36,23.5,663.2,21,9.9,17.5,80,48,1004.7,192.2
467490,2017,7,28.7,35.1,23.4,313.7,15,6.6,20.8,78,51,998.5,189.9
467530,2017,7,15,22,10.3,940.3,24,6.3,16.3,93,49,764.6,112.7
467540,2017,7,28.5,34.4,23.9,507.5,16,16.6,28.3,77,56,1008.2,237.7
467550,2017,7,8.5,19.6,4,429.5,19,22.9,32.5,77,36,644.6,168
467571,2017,7,29.5,36.6,24.4,89.7,9,9.5,24.4,72,45,1004.8,252.8
467590,2017,7,29.4,34.5,24.4,645.1,15,12.9,29.8,77,54,1005.9,227.2
467610,2017,7,28.1,33.2,23.2,205.1,10,12.3,27.2,79,55,1004.4,255.2
467620,2017,7,26.3,30.6,22.2,308.6,20,26.8,42,85,67,973,187.4
467650,2017,7,22.9,32.1,18.8,424.5,22,12.6,25.6,83,50,899.7,129.3
467660,2017,7,29.4,34.6,23.7,188.7,12,10.2,21.7,74,50,1008.2,263.3
467990,2017,7,28.3,34.6,24.2,196.3,4,14.9,29.5,83,54,997.4,303.6
466880,2017,8,30.7,37.4,24.9,124.6,9,8.1,16.3,69,48,1005.8,243.2
466900,2017,8,30.3,37.7,25.4,41.5,5,5.6,17.4,71,40,1005.2,262.3
466910,2017,8,24,30.7,20,34.8,7,9.7,23.5,84,40,917.5,153.7
466920,2017,8,31.1,38.5,25.4,166.2,11,7.7,16,64,42,1003.3,208.3
466930,2017,8,25.7,32.9,21.8,23,6,6,14.2,79,51,940.6,201.5
466940,2017,8,30.2,38,26,20.2,4,10.2,19.3,68,44,1003.8,267.3
466950,2017,8,28.7,33.5,25,11.6,3,19.6,25.1,85,62,996.2,311.6
466990,2017,8,29.4,34.3,24.5,138,4,8.8,15.3,74,50,1005.2,289.6
467050,2017,8,29.9,35.5,25.8,23.8,3,14.9,24.5,77,52,1004.2,278.8
467060,2017,8,29.2,35.4,24.7,88.4,5,10,16.3,77,57,1004.8,215.1
467080,2017,8,29.8,35.2,25.2,45.4,5,7.7,13.5,78,53,1006.5,257.8
467110,2017,8,29,35.9,23.8,46.5,4,9,17.7,80,49,1003.5,281.2
467300,2017,8,29.5,34.3,25.7,80.1,6,15.1,20.6,81,64,1002.6,290.7
467350,2017,8,29.5,34.7,24.8,98.8,7,8.4,15.9,82,63,1006,291
467410,2017,8,29.9,34.9,24.9,196.5,9,8.5,17.1,74,48,1004.8,212.5
467440,2017,8,30.1,34.7,24.9,211,13,10.9,18.6,75,55,1007.1,222
467480,2017,8,29.8,35.8,23.9,198.6,10,9,23.8,76,49,1003.9,214.3
467490,2017,8,29.4,35.6,23.7,69,9,4.5,10.9,77,51,997.6,188
467530,2017,8,15.7,22.6,11.4,247.6,12,4.6,8.7,91,40,764.2,126.7
467540,2017,8,29.1,36.8,24.5,347.9,11,9.7,19.8,74,44,1006.4,252.1
467550,2017,8,9.2,21.1,3.5,115,14,19.1,30.9,75,26,644.4,188.5
467571,2017,8,30.3,37,25.3,54.2,6,6.8,17.7,70,42,1003.6,271.5
467590,2017,8,29.6,35,25,298,17,11.2,24.6,78,54,1004.8,208.6
467610,2017,8,28.4,34.8,24.2,233.6,8,9.9,18.1,79,51,1002.7,264.3
467620,2017,8,26.3,30.3,21.8,452.5,13,28.8,43.4,87,64,971,167.1
467650,2017,8,23.5,31.8,18.8,183.5,8,6.6,10.6,83,53,899,151.4
467660,2017,8,29.6,34.8,23.8,314.5,9,6.8,15.7,74,51,1006.3,280.9
467990,2017,8,28,32.8,23.9,80.1,6,11.9,22.6,85,58,996.5,298
466880,2017,9,29.2,37.8,23.5,51.2,8,7.3,13.9,72,39,1008.5,152
466900,2017,9,28.7,35.6,20.9,59,6,5.3,35.6,74,46,1007.7,199
466910,2017,9,22.8,30.5,17,307.5,9,10.6,20.1,86,33,919.6,135
466920,2017,9,29.6,38.6,23.2,175.6,9,7.7,15.9,65,35,1006,167.3
466930,2017,9,24.5,31.6,19.6,293.2,9,8.6,17,80,37,942.8,173.5
466940,2017,9,28.6,35.8,22.3,188.8,10,9.9,15.1,69,46,1006.5,194.1
466950,2017,9,28,34,23.7,19,2,19.8,28.1,81,54,998.6,223.6
466990,2017,9,28.6,33.4,23.8,126,5,8.4,13.2,77,53,1007.7,228.4
467050,2017,9,28.7,36.7,21.7,18.3,7,13.2,20.8,78,47,1006.9,222.9
467060,2017,9,28.3,34.9,23.1,463,7,9.9,18.1,77,44,1007.2,152.2
467080,2017,9,28.7,35.4,22.8,660.8,9,11.4,17.6,78,45,1009,199.7
467110,2017,9,28.9,35.8,23.2,29.4,4,8.9,15.6,75,41,1006.7,247.6
467300,2017,9,29,34.3,25.7,19.7,4,15.4,20.7,80,61,1004.8,275.2
467350,2017,9,29.3,35.1,25.9,20.1,2,9.4,17.2,79,54,1008.3,266.3
467410,2017,9,30,35.4,25.6,39.5,5,8.2,13.1,69,31,1006.8,234.5
467440,2017,9,30.2,35.1,25.3,32.5,8,7.4,12.9,74,50,1009,235.9
467480,2017,9,29.5,36.7,23.9,117.2,7,7.1,12.1,76,42,1006,228
467490,2017,9,29.3,35.5,24.5,21.4,2,5.7,11.1,74,41,999.7,195.3
467530,2017,9,15.7,22.6,10.1,171.6,15,4.8,12.4,89,43,765.6,134.9
467540,2017,9,28.5,33.9,24.4,336.7,12,7.1,14.4,78,55,1009,222.7
467550,2017,9,9.7,22,2.2,81.5,7,18.7,22.7,70,13,645.5,205.2
467571,2017,9,29,36.5,23.9,64.8,8,5.8,17.6,70,35,1006.3,201.3
467590,2017,9,29.3,34.5,25.4,243.6,10,11.5,26.7,77,53,1006.8,233.7
467610,2017,9,27.9,33.2,23.1,153.5,10,8.7,15.4,81,50,1005.3,230.1
467620,2017,9,26.2,31.1,22.4,464.7,18,18.5,27.5,86,61,973.6,162.8
467650,2017,9,23.4,31.5,18.4,118,10,5.2,15,81,52,900.8,149.2
467660,2017,9,29,33.7,23.8,162,8,5,10.7,78,52,1009,255.3
467990,2017,9,27.5,36.6,22.7,53,4,11.4,28.3,81,46,1000,211.6
466880,2017,10,25.3,36.3,17.6,364.1,13,7.3,14.2,74,51,1012.7,88.8
466900,2017,10,25,35.1,16.8,460,20,6.1,17.9,80,50,1011.8,108.5
466910,2017,10,18.9,28.2,11.6,1607.3,27,10.8,24.6,94,66,922.1,36.2
466920,2017,10,25.6,36.8,18.7,368.6,22,8.1,17.9,73,43,1010.2,101
466930,2017,10,20.5,31,12.3,1592.4,26,8.2,16.7,86,58,945.8,80.5
466940,2017,10,25.4,34.2,18.4,409.8,23,12.6,24.3,73,52,1010.8,65.3
466950,2017,10,24.8,32.8,18.6,191.9,13,19.9,27.9,78,53,1002.8,142.3
466990,2017,10,25.9,32.6,19.6,753,13,11,20,75,41,1010.9,138.5
467050,2017,10,25.2,35.5,17.6,159.8,11,16.1,25.4,76,53,1010.4,154.7
467060,2017,10,25.3,32.3,17.5,641.8,21,11.9,22.9,77,50,1011.3,72.2
467080,2017,10,25.3,33.6,18.3,661.8,20,12,19.2,79,46,1013.2,84.8
467110,2017,10,25.8,36.1,16.7,1.3,1,10.6,23,61,27,1010.8,196.4
467300,2017,10,26.8,34.2,20.9,20.5,4,23.4,32.5,76,51,1006.4,215.3
467350,2017,10,26.7,35.3,21.3,13,5,11.4,26.1,74,46,1010.5,177.6
467410,2017,10,27.1,35.4,18.7,39.5,3,9.8,18.3,70,41,1008.4,229.2
467440,2017,10,28,34.5,21.3,82.5,7,6.9,11.1,73,54,1010.5,213.2
467480,2017,10,26.2,36.5,16.5,79,6,7.2,12.7,74,46,1007.6,207.5
467490,2017,10,26.5,38.3,17.6,53.5,5,6.3,13.8,72,41,1001.4,202.1
467530,2017,10,14,22.1,3.7,95.2,8,3.8,12.5,82,16,765.2,147.4
467540,2017,10,27.2,33.1,20,399,14,9.5,19.4,72,41,1011.1,160
467550,2017,10,8.3,21.7,1.7,256,10,21.6,30.2,59,6,644.7,240.5
467571,2017,10,25.8,37.9,18.1,51.8,10,7.3,17.7,71,45,1009.4,192.7
467590,2017,10,27.7,33.9,20.5,304,16,11.9,25.6,71,44,1008.3,199.3
467610,2017,10,25.9,32.1,19.4,758,19,12.1,25,75,45,1008,166.1
467620,2017,10,24.4,29.4,20.1,399.1,18,29.3,43.1,85,52,974.4,106.8
467650,2017,10,21.4,32.5,13.7,85,5,5,9.4,78,37,901.4,148.7
467660,2017,10,26.5,33.2,19.4,762.9,13,6.9,16.3,75,37,1011.4,171.4
467990,2017,10,23.1,32.4,15.3,21.1,4,10.9,29.2,74,33,1005.4,176.1
466880,2017,11,22.3,31.9,15.8,124.5,18,6.5,12.9,78,53,1016.1,43.3
466900,2017,11,21.8,31,15.2,167.5,19,6.8,16.9,86,53,1015.1,57.3
466910,2017,11,16.4,26.6,9.1,720.6,27,9.9,20.4,96,64,924.5,43.8
466920,2017,11,22.5,32.4,16.2,120.9,19,7,14.2,77,54,1013.7,55.6
466930,2017,11,18,27.3,10.8,587.5,26,9.8,18.8,88,61,948.2,81.1
466940,2017,11,21.8,30.5,15.9,708.2,26,13.4,19.9,81,59,1014.3,41.9
466950,2017,11,21.5,27.7,15.4,198.1,24,19.4,28.1,82,58,1006.2,37
466990,2017,11,23.4,30,17.9,99,18,9.1,19.1,78,53,1014.7,82.1
467050,2017,11,21.5,29,15.4,68.8,17,14.1,23.9,84,63,1014.1,69.6
467060,2017,11,21.7,29.7,15.3,999.3,24,10.8,19.9,88,60,1014.8,46.8
467080,2017,11,22,30.8,16.6,430,24,7.4,11.7,86,61,1016.7,50.8
467110,2017,11,20.8,30.4,12.5,28.6,8,10.5,20.5,68,36,1015.2,87.5
467300,2017,11,23.6,29.2,19.7,6.2,4,22.5,31.1,78,65,1010.3,92.1
467350,2017,11,22.9,29.4,18.6,26.7,7,11.4,25.4,79,57,1014.6,53.2
467410,2017,11,23.8,33.4,17.4,1.5,2,8.7,16.1,73,44,1012.3,165.3
467440,2017,11,25.5,32.1,19.6,11,4,6.1,10.3,74,52,1014.4,164.6
467480,2017,11,23.3,32.4,16.5,10.5,4,6,10.4,78,46,1011.5,135.2
467490,2017,11,23.3,31.3,17.4,19.5,5,6.1,14.1,79,46,1005.2,143.8
467530,2017,11,13,19.7,8,72.9,14,4.2,8.7,84,13,767.1,114.4
467540,2017,11,25.1,30,19.1,43.7,9,8.9,20.1,73,49,1014.7,100.1
467550,2017,11,5,16.3,-0.1,133.5,18,17.2,20.9,84,12,645.6,116.3
467571,2017,11,22,30.3,15.8,35,12,7.7,19.4,81,60,1013.1,83.3
467590,2017,11,26,32,21.4,23,5,16.1,33,69,50,1011.8,150.6
467610,2017,11,23.6,29.6,19,70.2,18,11.1,23.3,78,53,1011.8,76
467620,2017,11,22.3,28.6,18.3,206.8,24,25.6,44,88,64,977.9,43.8
467650,2017,11,19.7,28,13.2,48,6,4.5,6.3,81,42,904.1,146.5
467660,2017,11,24.5,30.5,19.2,17.2,11,6.9,19.6,76,50,1015,114
467990,2017,11,17.7,26.3,10.3,27.5,12,10.9,20.7,79,48,1009.3,51.1
466880,2017,12,17.6,26.4,11.7,71.1,16,6.8,14.6,75,53,1020.3,52.7
466900,2017,12,17.5,26.4,11.1,40,6,6.5,14.6,74,46,1019.4,73.2
466910,2017,12,11,19.9,5.4,591.5,25,10.5,23.8,95,45,926.6,30
466920,2017,12,17.8,26.4,12.7,66.9,18,8,15.9,74,46,1017.9,56.4
466930,2017,12,12.9,21.8,7.2,519.6,24,9.2,18.1,85,61,951,78.8
466940,2017,12,17.5,25.1,13.1,458.8,22,12.9,21.4,73,46,1018.4,30.9
466950,2017,12,17.2,23.1,12.1,67.7,18,16.5,26.8,71,52,1010.2,24.5
466990,2017,12,19.4,26.4,14.5,70.5,15,13,22.6,73,43,1018.6,43
467050,2017,12,17.2,25.6,11,40.1,11,15.2,24.8,75,49,1018,108.1
467060,2017,12,17.2,24.3,11.5,1015.9,25,9.8,21.2,84,53,1018.9,30.2
467080,2017,12,17.5,26.8,12.1,435.9,23,8.7,14.5,82,48,1021,36.4
467110,2017,12,16.1,25.6,9.9,0,0,10,19.4,59,22,1019.5,177.2
467300,2017,12,19.6,23.8,15.8,4.9,4,22.4,30.6,74,58,1013.5,108.4
467350,2017,12,18.6,23.4,14.4,5.4,6,11.3,26.1,75,55,1018,96.8
467410,2017,12,19.1,26.5,13.2,2,3,8.9,15.3,72,49,1015.5,164.8
467440,2017,12,21.4,29.4,15.5,0.5,1,7.7,11.8,69,49,1017.6,142.5
467480,2017,12,18.6,27.1,10.2,3.7,3,7.4,14.9,78,48,1014.9,141.9
467490,2017,12,18.5,27.1,11.7,8,4,6.8,14.4,76,45,1008.4,156.7
467530,2017,12,9,17,1.3,30.9,11,4.3,10.8,78,19,765.8,138.6
467540,2017,12,21.6,27.3,16.8,27,11,9.7,21.3,65,46,1018,86.1
467550,2017,12,2.1,14.3,-8.3,26,7,16.5,24,54,6,643.5,215.3
467571,2017,12,17.5,25.9,10.7,23.8,8,6.8,18.5,74,50,1016.6,114.3
467590,2017,12,22.1,28.2,17.5,3.5,4,13.6,30.3,65,47,1014.8,138.9
467610,2017,12,19.6,26.9,14.5,75.5,16,11.2,20.9,73,48,1015.4,52.9
467620,2017,12,18.8,23.8,15.3,239.5,25,27.1,39.5,82,57,980.2,48.2
467650,2017,12,15.2,26.4,9.3,17.5,8,5.1,7.1,79,26,905.1,139.1
467660,2017,12,20.4,27.5,15.3,15.2,10,7.2,17.5,70,42,1018.6,101.5
467990,2017,12,12.8,21.2,7.3,7.5,5,9,19.5,71,41,1013.5,127.7
466880,2018,1,16.6,25.7,7,291.2,15,6.7,13.9,77,42,1018.1,53.2
466900,2018,1,16.6,25.3,6,151.5,9,5.9,16.8,76,42,1017.3,98.9
466910,2018,1,10.6,20.7,1.8,564.2,24,9.5,19.1,93,40,924.5,48.1
466920,2018,1,16.9,26.6,8.6,255.8,13,7.8,15.5,79,40,1015.8,78.6
466930,2018,1,12.3,21.5,3.6,457.9,22,8.7,18.6,86,43,948.9,96.2
466940,2018,1,16.3,24.3,9.9,541.7,23,11.3,17.3,79,42,1016.4,41.6
466950,2018,1,16,22.4,9.1,210.7,17,20.7,25.4,76,44,1008.1,66.3
466990,2018,1,18.2,24.9,10.4,96,16,10.5,17.6,76,42,1016.8,53
467050,2018,1,15.9,26.2,8.7,282.5,13,14.2,23,79,47,1016.2,114.6
467060,2018,1,16.6,23.6,8.4,681.5,24,9.4,20.6,82,47,1016.8,38.4
467080,2018,1,16.7,25.3,7.5,388.8,25,8.3,13.6,81,42,1018.9,50.6
467110,2018,1,14.2,25.5,6.5,149.3,10,9.3,19.7,72,27,1017.6,130.9
467300,2018,1,18.6,26,13.6,70.6,11,19.1,25.7,77,54,1012.4,107.4
467350,2018,1,17.6,24.2,12.3,58.3,11,10.5,23.6,77,47,1016.5,93.4
467410,2018,1,18.1,28.2,7.6,40,10,9.3,19.4,75,41,1014.3,136.8
467440,2018,1,20.4,29.3,10.4,23.5,7,9.1,16.6,72,44,1016.3,149
467480,2018,1,17.4,27.8,4.7,76.5,11,8.4,15.7,83,39,1013.7,121.2
467490,2018,1,17.3,27.2,6.1,103.5,13,5.5,12.8,81,27,1007.3,127.4
467530,2018,1,8.4,16.7,-2.3,301.4,16,4.3,16.3,80,24,764.6,111.2
467540,2018,1,20,31.2,12.9,50.6,12,7.7,17.4,73,46,1016.6,78
467550,2018,1,0.5,12.8,-13.5,301.9,13,14.9,31.7,65,7,642,161.2
467571,2018,1,16.3,25.5,8.6,266.7,13,6.7,17.3,76,46,1015.1,116.6
467590,2018,1,21.4,28.3,14.8,34.5,6,13.5,27.9,67,43,1013.6,152.4
