siteID,year,month,キА放,程蔼放,程放,仓縩秖,獴ら计,程10だ牧硉,程俐丁硉,キА癸楞,程癸楞,キА代溃,羆ら酚计
466880,2015,1,16.3,24.5,8.5,24.7,8,7,15.1,67,36,1020.7,80.4
466900,2015,1,15.8,24.8,8.1,20.5,6,8.1,18.8,72,42,1020.2,124.9
466910,2015,1,9.8,20.1,2.6,136,13,8.9,20,87,44,926.7,72.1
466920,2015,1,16.7,24.8,10.3,20,6,7.7,15,67,39,1018.7,95.7
466930,2015,1,11.6,21.1,5.5,116,12,8.2,16.8,81,46,951.4,114.7
466940,2015,1,16.1,22.9,9.1,132.2,12,10.4,16,72,48,1019.2,51.8
466950,2015,1,15.7,22.1,10.2,36.5,9,20.5,30.9,70,48,1011,77.7
466990,2015,1,17.8,25.8,12.9,24.5,7,9.6,16.8,72,45,1019.7,56
467050,2015,1,15.6,24.2,7.1,18,3,15.7,24.8,74,49,1019.1,148
467060,2015,1,16.5,25.8,9.8,334.4,13,9.8,19,74,42,1019.5,63.2
467080,2015,1,16.2,26.3,8.9,64.1,12,9.8,14.6,75,42,1021.8,79.9
467110,2015,1,13.9,22.6,8.5,32.5,4,7.8,18.8,65,26,1020.2,161.7
467300,2015,1,17.8,23.9,14.4,20.7,3,19,25.4,72,44,1014.8,141.3
467350,2015,1,17.3,23.4,13.2,24.8,3,10.5,22.6,73,30,1019.5,127.4
467410,2015,1,17.8,27.8,10.6,13.5,1,9.5,15.6,70,33,1016.8,195.2
467440,2015,1,19.9,27.4,14.1,6,2,6.9,12.9,66,35,1019,199.8
467480,2015,1,16.8,28.6,8,6,4,6.8,11.2,75,37,1016.6,168.5
467490,2015,1,17.1,28.7,8.2,12.3,6,5.5,11.2,68,29,1009.9,203.5
467530,2015,1,6.7,15.6,-1.3,24,4,4.5,12.7,68,15,765.7,170
467540,2015,1,19.7,26,14.3,18.2,7,7.9,14.8,66,46,1019.6,76.3
467550,2015,1,1.5,14.2,-12.3,15.3,4,17.1,26.6,54,14,641.2,259.4
467571,2015,1,16,24.5,9.1,22.7,5,7.2,18.3,71,30,1017.7,167.6
467590,2015,1,20.8,27.9,17.2,34.5,3,12.9,28.2,62,46,1017,189.8
467610,2015,1,18.3,26.4,13.8,55.7,17,8.9,16.3,70,49,1016.3,40.6
467620,2015,1,17.5,23,14,86,14,21.1,33.5,76,52,982,50.4
467650,2015,1,14.2,24.5,8.5,15,6,5.2,6.9,76,20,906.1,174.8
467660,2015,1,19,26.8,13.8,42.1,9,5.4,14.3,68,43,1020.1,74.6
467990,2015,1,11.3,19.1,6.9,45.2,4,8.8,20,77,43,1013.4,138
466880,2015,2,17,26.8,9.9,95.5,11,6.5,14.2,72,32,1018.7,66.3
466900,2015,2,16.3,27.2,9.4,34,8,5.9,13.5,77,36,1018.1,91.5
466910,2015,2,11.3,21.6,2.5,112.7,18,8.9,17.3,91,51,925.3,71
466920,2015,2,17.3,27.6,9.8,90,11,8.1,14.6,72,34,1016.8,78.9
466930,2015,2,13,23.1,4.3,90.5,15,7.1,16.1,85,44,949.8,99
466940,2015,2,16.5,26.2,10,187.4,17,11,16.1,78,40,1017.1,56.7
466950,2015,2,16.2,22.7,9.8,29.3,10,17.2,23.8,75,37,1008.8,58.1
466990,2015,2,18.5,27.1,11.5,13.1,12,10.4,18.3,79,50,1017.7,69.2
467050,2015,2,15.8,26.8,7.8,81,8,13.3,20.6,79,37,1017.5,89.9
467060,2015,2,17.1,25.6,9.6,207,21,7.9,20.8,81,40,1017.3,71.4
467080,2015,2,17.1,27.2,9.2,56.9,17,9.6,17.2,80,33,1019.6,76.5
467110,2015,2,14.5,23.8,6.7,55.2,5,8.4,17.2,69,22,1018.4,113.6
467300,2015,2,18.2,26.3,12.6,56.2,2,19.8,26.5,76,36,1013.9,141.7
467350,2015,2,17.8,26.1,12.1,19.7,2,11,23.5,76,37,1018.3,123.2
467410,2015,2,18.9,29.2,10.5,22,3,9.9,17.2,73,37,1015.8,186.6
467440,2015,2,20.8,29.4,12.3,38,3,6.7,12.4,69,37,1017.9,194.8
467480,2015,2,18.1,28.3,9.3,30.1,3,7.3,12.7,77,35,1015.5,143.5
467490,2015,2,18.1,28.9,9.6,21.2,4,6.2,14.4,71,26,1008.8,160.3
467530,2015,2,6.6,16.8,-1.6,55.1,5,4,9.9,78,18,765.6,117.3
467540,2015,2,20.5,28.2,12.1,14.1,5,7.3,15.1,71,49,1018,104.2
467550,2015,2,-1.9,11.6,-9.3,13,6,13.2,24.3,80,14,640.5,124.4
467571,2015,2,16.2,26.3,9.2,47.2,12,5.5,14,78,31,1016.4,93.6
467590,2015,2,21.6,29.8,12.9,29,2,11.3,23.4,68,49,1016,178.9
467610,2015,2,19.3,27.5,13.2,17.4,11,8.7,16,73,48,1014.5,55.1
467620,2015,2,18.6,25.8,12.7,85.7,16,20.9,31.8,80,58,981.1,72.6
467650,2015,2,14.7,26,6.4,10,3,5.2,9.3,79,37,904.9,145.1
467660,2015,2,20.1,27.5,13,27.4,5,5.2,14.9,72,46,1018.3,88.5
467990,2015,2,11.1,21.4,4.9,10,11,8.9,16.9,81,30,1011.2,81
466880,2015,3,18.7,30.7,11.6,187.2,13,6,13.8,77,43,1017.4,78.9
466900,2015,3,17.9,28.8,10.8,129,9,7.1,15.5,82,39,1016.8,94.6
466910,2015,3,13.5,25.5,5.3,305.7,14,11.5,24.5,92,47,924.8,83.7
466920,2015,3,18.9,31.7,11.4,182,13,7.2,14.5,80,47,1015.5,89.3
466930,2015,3,15,28.9,6.8,247.2,13,10.6,19.8,87,42,949,100.4
466940,2015,3,17.8,29.6,11.2,410,18,10.7,16,83,44,1016,74.7
466950,2015,3,17.2,26.7,10.6,118.8,16,15.4,22.1,83,56,1007.6,81.9
466990,2015,3,20.4,28.2,14.2,88,13,10.4,18.1,81,54,1016.4,95.6
467050,2015,3,17.7,27.7,10.9,134.5,15,15.2,22.6,87,56,1016.1,97.3
467060,2015,3,18.9,28.8,12.1,540.9,18,8.3,19.2,84,59,1016,79.3
467080,2015,3,18.9,29.3,11.8,236,13,8.1,13.8,83,55,1018.2,84.7
467110,2015,3,15.8,25.5,8.5,28.1,12,9.5,20.4,74,34,1016.9,80.4
467300,2015,3,20.8,27.2,16.1,51.9,4,18,24.4,79,66,1012.6,124.9
467350,2015,3,20.4,28.5,15,40.3,4,10.9,21.9,79,59,1016.7,109.3
467410,2015,3,21.8,29.4,14.5,5.1,2,9.3,16.5,75,42,1014.5,189.6
467440,2015,3,23.6,29.7,17,0,0,6.5,12.2,72,55,1016.6,204.6
467480,2015,3,20.9,33.2,13.9,7.3,6,7.6,13.8,79,42,1014.2,136.5
467490,2015,3,20.7,34.7,13,24.8,10,5.6,11.4,74,28,1007.6,143.7
467530,2015,3,10.4,19.4,1.9,41,7,5,10.6,82,38,767.1,139.6
467540,2015,3,22.5,30.6,16.6,13.5,6,8.3,15.2,74,55,1016.8,107.9
467550,2015,3,2.3,18.9,-7.5,12.9,3,14,22.5,81,12,643.1,126.6
467571,2015,3,18.3,29.1,11.3,132.7,15,7.7,18.8,83,46,1015,109.6
467590,2015,3,23.8,30.9,17.9,0.1,1,12.7,26.1,68,46,1014.8,183.2
467610,2015,3,21.1,28.2,15.1,92.9,21,10.7,16.3,79,57,1013.4,59.5
467620,2015,3,20.2,26,15.2,176.5,19,20.5,28.4,85,63,980.3,85.6
467650,2015,3,17.4,31.2,10.2,20,6,3.5,7.7,83,31,904.9,127.9
467660,2015,3,22.2,29,16.3,55.7,11,5.7,15,74,52,1016.9,103.2
467990,2015,3,12.8,26.8,5.9,46,14,11.7,22.6,84,36,1009.7,94.1
466880,2015,4,22.6,33.9,11.2,79.4,10,6.8,13.6,74,21,1013,134.2
466900,2015,4,21.8,33.5,12.6,89.5,10,6.3,12.6,77,33,1012.5,142.1
466910,2015,4,16.8,27.7,7,119.8,13,8.2,17.9,85,24,922.2,124.1
466920,2015,4,22.7,34.5,13.6,87.6,10,8.6,17.6,75,20,1011.2,112.9
466930,2015,4,18.5,30.1,9.6,96.5,11,8.9,19.8,80,24,945.9,139
466940,2015,4,21.6,32.2,12.4,137.7,13,10.7,20.6,76,28,1011.7,106.4
466950,2015,4,20.4,28.2,10.6,72.3,14,18.7,23.6,82,42,1003.4,136.3
466990,2015,4,22.9,30.2,16.3,57,16,11.2,17,82,49,1012.4,110
467050,2015,4,21.5,30.6,11.5,104,10,14.6,23.6,84,35,1012,146.4
467060,2015,4,22.1,30.2,14.9,84.1,13,9.1,18.9,81,29,1011.8,110.5
467080,2015,4,22,32.3,12.8,75,17,8.2,13.4,80,24,1013.8,106.9
467110,2015,4,20,30.7,11,72.9,9,8.4,18.1,74,23,1012.2,167
467300,2015,4,23.5,29.7,18.2,35.9,3,17.5,25.3,77,29,1009.2,234.2
467350,2015,4,23.5,31.6,15.9,72.7,5,10.3,21.5,76,25,1013.2,196.6
467410,2015,4,24.9,32.3,16.8,25.8,4,9.7,15.3,73,21,1011.2,253.4
467440,2015,4,26.2,31.8,18.5,7,4,7.9,14.1,70,24,1013.4,259.7
467480,2015,4,24.1,33.6,11.2,108.1,5,9.7,17,76,26,1010.7,229.6
467490,2015,4,24.4,34.1,12.4,47.7,7,5.1,10.3,68,22,1004.1,204
467530,2015,4,11.8,22.2,-0.9,123.5,8,5.1,12.1,75,15,766.1,152.5
467540,2015,4,25.1,35.6,16.8,200.1,11,8.8,15.3,74,35,1013.1,144.9
467550,2015,4,3.6,18.4,-10.1,85.1,10,17.5,25,74,14,642.9,167.1
467571,2015,4,22.4,32.7,12.1,100.5,10,5.6,15.6,78,34,1011,152.8
467590,2015,4,25.9,32.6,17.2,102.8,4,9.1,23.7,72,35,1011.6,232.5
467610,2015,4,23.6,30.4,18.1,69.5,19,11,16.8,79,49,1009.6,91.2
467620,2015,4,22.4,27.8,16.8,354.6,17,21.3,31.1,84,58,977.2,112.7
467650,2015,4,19.8,32.5,9,108.5,5,7.6,12.8,77,27,902.9,184.2
467660,2015,4,24.4,34.8,17.6,120.1,12,5.2,14.2,77,30,1012.8,152.4
467990,2015,4,17.6,29.2,8.9,76.1,11,13,22.7,79,31,1004.7,132
466880,2015,5,26,35.5,18.5,239.4,15,7.2,14.4,76,43,1007.8,106.2
466900,2015,5,25.3,34.2,18.4,260,14,5.3,19.9,81,49,1007.3,100.8
466910,2015,5,20.4,28.1,12.1,372.1,19,9.2,16.6,90,40,918.6,59.7
466920,2015,5,26.1,36.5,18.1,302.8,18,7.1,14.4,78,43,1006.1,82.1
466930,2015,5,22.1,30,14.7,301.3,17,8.4,17.3,84,56,942,84.9
466940,2015,5,25.4,36,18.7,262.3,18,8.5,16.7,78,47,1006.4,101.9
466950,2015,5,23.7,30.6,17.3,115,17,18.2,23.2,86,48,998.3,112.8
466990,2015,5,25.6,32.3,19.9,173,19,8.3,13.2,85,54,1007.5,142.8
467050,2015,5,25.1,31.7,18,360.8,14,13.8,21,87,51,1006.9,113.6
467060,2015,5,25.2,32.4,18.8,288.3,19,8.2,19.7,84,50,1006.8,127.6
467080,2015,5,25,33.7,18.2,205.6,20,8.3,14.4,84,57,1008.7,112.4
467110,2015,5,23.5,32.6,17.2,169,20,7.8,17.4,83,30,1006.6,80.3
467300,2015,5,26.6,32.6,21.9,267.2,8,15.4,18.7,82,60,1005.1,190
467350,2015,5,26.5,33,22.4,329.5,10,7.6,14.1,82,55,1008.9,186.1
467410,2015,5,27.7,33.1,22.8,300,14,8.1,15.4,80,53,1007.3,189.3
467440,2015,5,28.3,33.6,24.7,300.5,11,7.9,13.2,77,55,1009.6,213.6
467480,2015,5,27.3,35,22.4,405.5,14,8.4,13.3,81,41,1006.7,171.4
467490,2015,5,26.9,34.7,21.7,662,15,4.7,9.4,77,43,1000,120.9
467530,2015,5,13.9,22.5,7.5,1002.8,23,5.5,14.6,85,28,764.9,106.1
467540,2015,5,27.2,37.2,21.9,259.8,10,8.3,14,77,37,1008.4,193.8
467550,2015,5,6.4,17.4,0.9,705.6,24,17.2,22.5,83,17,642.6,116.5
467571,2015,5,25.7,34.2,18.5,363.1,13,5.4,17.6,81,52,1006,118.9
467590,2015,5,27.9,33,23.3,391.8,8,7.4,15.3,76,59,1007.8,198.8
467610,2015,5,25.7,31.7,20.8,183.3,18,10.2,16.8,83,59,1004.7,121.3
467620,2015,5,24.4,27.8,21.1,131,13,32.4,49.3,87,66,973.1,106.9
467650,2015,5,21.1,30.4,17,572.5,20,8.2,14.4,88,41,900.3,99.1
467660,2015,5,26.5,33.1,21.4,178.4,17,4.8,11.8,83,57,1008,174
467990,2015,5,21.3,31.5,13.6,115.8,18,11.8,22.2,85,35,999.3,90.1
466880,2015,6,29.8,36.3,24.5,230.1,8,6.8,14.4,71,45,1006.2,224.3
466900,2015,6,29.2,35.6,24.1,38,6,5,33.9,76,50,1005.7,226.6
466910,2015,6,23.7,28.8,20.5,43.8,8,5.5,17.7,89,58,917.9,125.9
466920,2015,6,30,37.1,24.5,248.3,9,8,15.5,73,47,1004.3,146.9
466930,2015,6,25.2,30.5,21.3,42.4,8,5,11.8,80,60,941.2,167.7
466940,2015,6,29,36.5,23.8,47.1,9,7.8,16.4,76,46,1004.8,222.3
466950,2015,6,27.6,32.9,21.9,18.8,4,18.5,23,87,69,996.4,235.3
466990,2015,6,28.9,33.7,24.4,115,3,9.5,15.5,80,52,1005.8,277.1
467050,2015,6,28.9,34.8,24.1,21.4,5,13.3,21,84,61,1005.3,269
467060,2015,6,28.9,33.9,24.5,50.6,6,7.2,13.2,79,56,1005.1,244.5
467080,2015,6,28.5,34.8,23.8,70,9,6.4,9.9,80,56,1007,218.5
467110,2015,6,27.5,33,22.6,24.2,7,6.6,12.9,86,65,1004.3,221.3
467300,2015,6,29.3,33.8,26.1,33.5,6,14.3,21.4,81,64,1004,297.6
467350,2015,6,29,33.7,25.7,59.3,9,8.2,13.7,83,67,1007.8,300.8
467410,2015,6,30.4,35,26.2,19,2,10.1,16.6,74,49,1006.2,322.1
467440,2015,6,30.6,34.7,25.9,10,2,6.8,12.2,75,60,1008.4,328.7
467480,2015,6,30.1,37,23.5,44.8,6,8.2,13.6,72,45,1005.7,282.1
467490,2015,6,29.7,35.5,23.2,65.5,6,4.6,10.4,71,52,998.9,240.1
467530,2015,6,15.4,22.5,9.3,48.2,12,4.2,7.8,81,29,765.3,176.8
467540,2015,6,29.7,38.7,24.5,14.5,3,8.2,16.6,73,37,1007,314.4
467550,2015,6,8.9,21.3,4.3,35.9,7,15.6,18.7,64,23,643.7,223.5
467571,2015,6,29.6,35.3,24.2,89.8,5,6.1,17.1,75,54,1004.6,280.7
467590,2015,6,30.2,34.6,25.7,35.5,6,7.1,14.9,73,59,1006.7,296.7
467610,2015,6,28.4,35.4,23.4,36.2,4,9.8,14.8,80,53,1003.1,272.3
467620,2015,6,26.7,30.6,23.8,31.9,5,21.3,29.2,83,69,972.4,199.8
467650,2015,6,23.3,31.1,18.7,114.5,17,7.8,12.2,84,52,900.1,167.5
467660,2015,6,29.7,36.4,25.6,3.7,2,6.8,13.9,76,51,1006.7,313.1
467990,2015,6,25.8,33.2,17.4,65.1,9,15.7,36.3,83,64,996.5,192.6
466880,2015,7,29.7,37.3,23.1,261.8,13,9.3,17.9,70,40,1003,199.3
466900,2015,7,29.3,37.6,24.3,102,6,7.2,37.9,72,43,1002.5,229.4
466910,2015,7,23.6,29.2,19.5,366.5,9,16.6,31,88,55,914.9,165.7
466920,2015,7,30,37.5,24.2,316.8,13,7.8,19,72,43,1001.2,169.4
466930,2015,7,25.2,31.9,20.3,463.2,10,5,21.4,79,54,938.2,200
466940,2015,7,29.4,36.6,24.8,186.2,10,12.1,25.4,71,43,1001.7,238.9
466950,2015,7,28,33.4,24,25.5,6,29,37,85,64,993,261.8
466990,2015,7,29.1,33.8,24.6,11,5,12.5,19.6,76,57,1002.7,264.2
467050,2015,7,29.1,36.8,24.5,8.7,6,15.3,24,80,52,1002.1,242.4
467060,2015,7,29.1,34,23.9,45,8,9.6,18.5,75,52,1002.1,250.7
467080,2015,7,28.8,34.7,23.6,110.1,10,8.8,17.9,78,46,1004,227.7
467110,2015,7,27.9,37.2,23.9,138.1,9,9.9,19.5,78,40,1001.5,184.8
467300,2015,7,28.3,33.2,24.4,133.9,10,17.9,29,80,66,1000.8,240.4
467350,2015,7,28.5,33.7,24.8,91.1,8,9.8,18.7,84,64,1004.6,235.9
467410,2015,7,29.1,34.1,23.8,225,15,11.2,19,79,54,1002.9,200.2
467440,2015,7,29.5,34.7,25,200,15,8.8,17.6,78,60,1005.2,218.7
467480,2015,7,29.2,35.8,23.5,245.6,15,9.6,16,75,44,1002.5,199.1
467490,2015,7,29.2,35.6,23,71.4,12,6.1,14.7,71,40,995.6,164.3
467530,2015,7,14.7,22.6,8.5,450.6,24,5.5,16.3,90,51,762.4,107.6
467540,2015,7,28.9,37.9,24.3,534.7,10,8.3,16.8,74,36,1004.1,250.1
467550,2015,7,8,21.8,2.5,264.8,20,23.3,29.8,80,26,640.9,136.5
467571,2015,7,29.6,37,23.7,55.2,5,5.7,16.3,74,39,1001.4,216.8
467590,2015,7,29,35.6,23.3,493.2,15,7.9,17.6,76,51,1003.6,195.2
467610,2015,7,28,34.9,23.8,216.8,9,11.6,21.9,79,52,1000.2,228
467620,2015,7,26,30.9,22.2,198.6,11,24,34.6,85,66,969.4,147.3
467650,2015,7,23,31.1,18.3,171,17,6.6,14.9,85,49,896.9,119.2
467660,2015,7,29,35.2,24.1,311.4,11,6.7,14.4,79,54,1003.8,278.5
467990,2015,7,26.4,33.6,21,80.8,8,10.4,18.8,85,57,994.2,183
466880,2015,8,28.4,36.5,23.1,529.6,20,19,36.7,73,46,1004,136.6
466900,2015,8,28.2,36.1,23.6,376,16,6.4,16.5,76,44,1003.6,130.7
466910,2015,8,22.6,28.9,18.8,576.9,20,18.1,49.4,93,58,915.5,71
466920,2015,8,28.6,36.2,23.9,728.2,23,15.9,39.2,76,48,1002.3,121.8
466930,2015,8,24.1,31.9,19.5,729.4,21,9,38.8,85,60,939,106.9
466940,2015,8,27.9,34.4,24.1,679.2,21,23.6,45.7,77,48,1002.2,140.5
466950,2015,8,27,32.8,22.5,334.9,16,43.4,60.2,85,65,994.5,194
466990,2015,8,28,34.6,23.5,544.5,19,29,43.5,84,50,1003.3,164.6
467050,2015,8,28,34.6,23.4,205.4,15,29.7,47,84,48,1002.9,182.3
467060,2015,8,27.5,33.2,23.2,771.3,23,36.1,66.1,81,54,1003.1,155.2
467080,2015,8,27.6,34.7,23.1,697.8,20,28.2,49.7,83,51,1005.4,149.1
467110,2015,8,27.7,36.1,23.6,182.6,16,11,22.1,74,43,1002.6,174.9
467300,2015,8,27.7,32.2,23.5,656.8,15,33.2,47.2,82,64,1001.1,175.9
467350,2015,8,27.8,33.1,23.5,788.9,15,18.7,32.9,86,61,1005,164.6
467410,2015,8,28.4,34.8,23.4,629.6,16,17.8,34.4,81,45,1003.4,155.7
467440,2015,8,28.8,34.1,23.8,548,17,16.6,31,80,58,1005.7,175
467480,2015,8,28.1,34.9,23.2,560.5,20,17.7,33.8,80,46,1002.7,146.7
467490,2015,8,28,35.5,22.9,368.4,15,11.4,30.5,76,47,995.8,132
467530,2015,8,14.5,23.6,8.7,984.3,22,7.7,27.8,90,52,762.3,81.4
467540,2015,8,28.4,36.4,23.9,593.9,13,10.2,23.6,76,45,1004.3,186
467550,2015,8,7.5,19.2,1.6,658.7,20,25.2,39.8,82,24,641.3,113.8
467571,2015,8,28.5,36.6,23.5,220,16,12.6,30.4,75,45,1001.8,177.3
467590,2015,8,28.9,34.1,24.1,237.2,18,16,34.9,77,52,1004,165.7
467610,2015,8,27.8,34.3,23.7,330.3,18,12,30.2,80,43,1000.5,164.2
467620,2015,8,25.9,29.9,21.6,506.2,16,33.8,52.6,85,66,969.3,129.9
467650,2015,8,22.3,33.1,18.2,621,21,8.9,17.9,87,42,897,100.6
467660,2015,8,28.6,35.3,24.2,180.7,16,10.6,26.5,80,45,1004,205.4
467990,2015,8,26.8,33.8,22.6,204.9,15,22.2,48.9,87,61,995.8,189.1
466880,2015,9,27.2,35.6,22.2,234,10,16.5,33.8,70,43,1008.7,141.5
466900,2015,9,26.8,34.3,21,363,6,9.8,28,74,42,1008.1,169.4
466910,2015,9,21.3,29.2,17,728.6,14,20.6,54.5,89,32,919.4,119
466920,2015,9,27.4,36.6,22.4,309.9,14,14.4,37.1,74,48,1006.8,151.2
466930,2015,9,22.9,30.5,18.2,607.3,13,10.4,32.5,81,35,942.9,157.8
466940,2015,9,26.8,36.8,22.2,519.3,14,25.9,42.5,75,44,1007,148.4
466950,2015,9,25.8,31.6,22.2,117,13,32.7,46.9,80,60,999,194.8
466990,2015,9,26.9,32.2,22,259,10,24,38.8,80,50,1007.9,169
467050,2015,9,26.6,32.2,20.7,84.1,7,26.2,43.1,79,52,1007.6,197.7
467060,2015,9,26.6,32.4,21.1,314.6,18,40.4,68.4,77,51,1007.6,154.1
467080,2015,9,26.3,33.5,20.7,390.7,17,28.3,50.6,79,49,1009.5,150.1
467110,2015,9,26.2,31.9,22.1,214.2,9,12,29.1,72,44,1007.5,160.8
467300,2015,9,27.4,31.4,23.9,168.7,7,22.9,33.9,80,57,1005.2,242.9
467350,2015,9,27.7,32.6,24,256.4,4,16.4,28,79,55,1009.2,228.4
467410,2015,9,28.4,33.7,24.5,192,5,12.8,24.6,76,48,1007,206.4
467440,2015,9,28.8,33.5,24.5,140.5,6,12.3,22.1,76,54,1009.3,208.7
467480,2015,9,27.5,33.9,22.2,333.1,7,14.9,28.8,83,44,1006.5,200.1
467490,2015,9,27.8,33.8,22.9,183.9,6,11.1,30.3,72,37,999.8,187.3
467530,2015,9,14.2,20.9,9,575.5,13,8.3,31.4,87,37,764.7,103.9
467540,2015,9,27.3,33.3,22.2,46,12,7.8,18.8,74,49,1008.9,154.4
467550,2015,9,8.2,19.4,3.1,343.9,11,25.1,38.2,73,13,644.3,174.9
467571,2015,9,27.1,33.2,21.6,200.1,8,12.6,30.6,74,47,1006.7,202.1
467590,2015,9,28.4,33.7,24.1,53.2,8,11.2,25.5,74,45,1007.7,194
467610,2015,9,26.7,33.7,21.9,44.3,14,11.1,27.4,78,50,1005.2,152.4
467620,2015,9,25.3,30.3,22,83.3,16,28.5,44.5,80,60,973.6,172.2
467650,2015,9,22,30.8,17.9,188.5,6,12.3,30.4,87,59,900.2,124.3
467660,2015,9,27.7,36.9,23.8,33.5,7,10.6,21.4,77,39,1008.9,173.7
467990,2015,9,25,32.8,20.5,137.5,17,17.7,31.6,84,57,1000.9,117.4
466880,2015,10,25.2,34.4,20.3,145,10,8.9,17.4,70,47,1013.4,101.7
466900,2015,10,24.7,34,17.8,67,8,6,13.9,73,41,1012.9,128
466910,2015,10,18.7,28.5,13.8,285,18,9.3,23.3,94,53,923.1,61.2
466920,2015,10,25.2,34.3,20.4,135.3,11,7.9,15.5,78,56,1011.5,111.6
466930,2015,10,20.4,29.4,15.3,252.4,19,9.3,21.8,85,55,946.9,101
466940,2015,10,24.8,32.9,20.4,191.4,17,8.7,15.4,76,44,1012,89.6
466950,2015,10,23.8,29.8,20,64.1,14,14.9,20.5,78,50,1003.9,166
466990,2015,10,25.2,31.6,18.8,96.5,14,9.1,15.2,79,48,1013,128.1
467050,2015,10,24.7,32.8,19.5,97.2,7,15.7,24.7,77,38,1011.9,159.2
467060,2015,10,24.6,31.3,19.4,477.1,22,8.3,18.1,79,50,1012.8,91.3
467080,2015,10,24.1,32.2,18.6,273.9,20,7.9,12.2,82,51,1014.6,89.4
467110,2015,10,24.1,31,19.1,7.9,2,7.8,17.6,67,36,1012.4,160.9
467300,2015,10,26.1,31.1,23.8,4.5,6,16.9,23.2,78,52,1008.6,197.1
467350,2015,10,26.1,32,22.4,10.5,5,10.1,22.3,76,44,1013,163.1
467410,2015,10,26.8,32.7,21.1,31,4,7,11.3,77,53,1010.5,198.2
467440,2015,10,27.7,32.5,23.8,25.5,4,4.8,8.9,76,58,1012.7,193.2
467480,2015,10,25.8,32.8,18.9,17.5,4,5.5,9.3,85,55,1010.2,182.6
467490,2015,10,26.2,33.5,19.9,14,7,4.3,9.7,72,45,1003.5,172.3
467530,2015,10,13.6,20.9,7.4,40.4,13,3.9,8.7,81,24,766.7,130.7
467540,2015,10,26.2,32.1,19.9,69.9,15,8.3,17,71,38,1013,141.1
467550,2015,10,7.2,19.9,1.2,45.7,10,14.4,18.7,72,13,645.8,182
467571,2015,10,25.2,33.1,19.5,86.1,6,7.6,18.6,75,42,1010.7,165.3
467590,2015,10,27,32.4,22.3,72.8,11,12.1,26,72,46,1011.1,187.6
467610,2015,10,25.3,31.8,19.4,90,14,10.1,18.7,77,45,1009.8,119.5
467620,2015,10,23.6,29.7,19.6,306,16,26.1,41.7,81,56,976.7,115.9
467650,2015,10,21,29.3,16.4,20,9,4,7.7,89,61,903,134.6
467660,2015,10,26,32.4,20.5,44.7,10,6.3,17.1,77,43,1013.4,164.6
467990,2015,10,22.3,29.4,17.1,50.2,12,8.4,18.3,82,47,1006.3,122.4
466880,2015,11,23.4,33.1,12.9,24.9,9,7.4,15.6,71,46,1016.6,82.8
466900,2015,11,23.1,32.4,10.8,13,5,6.4,15.4,74,47,1016,126.7
466910,2015,11,17.1,26.4,5.8,207.3,21,10.3,21.1,95,50,925.6,61.2
466920,2015,11,23.5,33.1,13.5,22.6,9,7.8,15.7,79,53,1014.7,107.2
466930,2015,11,18.8,27.8,7.1,191.8,19,9,18.4,86,56,949.5,110.4
466940,2015,11,22.7,32.3,12.4,149.8,18,11.9,19.1,80,46,1015.5,77.6
466950,2015,11,21.9,28.1,11.5,57.4,14,15.1,23.1,81,53,1007.1,117.8
466990,2015,11,23.6,29.8,14.6,300,19,10.3,18.3,83,48,1016.2,130.8
467050,2015,11,22.8,30.6,12.8,13.5,5,13.6,20.6,79,47,1015.4,138.3
467060,2015,11,22.7,30.7,13.8,715.3,22,9.1,19.4,83,49,1015.9,100.2
467080,2015,11,22.4,30.5,11.3,220.5,21,8.2,11.7,83,45,1017.7,100
467110,2015,11,22.1,30.5,12.7,0,0,7.8,17,70,30,1015.8,166.1
467300,2015,11,24.5,31,17.4,0,0,18.9,25.9,79,58,1012.1,206.5
467350,2015,11,24.3,30.9,17.1,0,0,10.4,19.6,77,48,1016.5,161.6
467410,2015,11,25.1,31.9,13.7,4.5,1,8.9,16.7,75,39,1013.9,206.2
467440,2015,11,26.2,32.9,17.4,41,2,4.9,9.3,74,45,1016,198.6
467480,2015,11,24,33,11.9,0.4,1,6.6,11.6,80,41,1013.7,190.3
467490,2015,11,24.3,32.9,13.9,2.2,1,6.2,12.4,71,42,1007,198.4
467530,2015,11,11.8,19.4,4,11.1,5,5.3,8.3,78,28,768.3,137.2
467540,2015,11,25.1,30.9,17.4,142.1,11,8.4,17,72,47,1016.3,166.7
467550,2015,11,5.3,17.9,-3.7,32,6,13.3,21.1,64,14,646.5,224.3
467571,2015,11,23.1,31.4,12.2,11.1,2,6.3,15.4,77,45,1014.3,149.8
467590,2015,11,26.3,32.1,18.7,27.5,4,12.4,23.5,73,46,1014.3,207.5
467610,2015,11,23.8,30.3,15.5,284,20,9.4,16.5,80,50,1013.1,133.2
467620,2015,11,22.7,28.3,16.5,482.1,24,23.3,34.5,87,63,980,75.2
467650,2015,11,19.8,29.2,10.6,3.5,3,4.5,7.8,84,53,905.7,177.7
467660,2015,11,24.7,30.5,16,191,12,5.8,16,81,50,1016.7,173.6
467990,2015,11,19.2,28.9,11.3,37.1,10,8.1,16.2,87,52,1009.5,85
466880,2015,12,18.8,29.9,11.1,80.6,12,7.1,14.5,71,47,1019.9,31.5
